,PC1,PC2,PC3
1,88.69989721963965,-15.750138540558453,9.182000921069585
2,89.54270315619942,-16.09832887564583,11.478635167895726
3,89.59903706705467,-14.716749332847256,9.851562194928647
4,91.21163733790763,-15.413415855147017,11.94072115764757
5,88.41272989733105,-16.19892986675183,12.460623991909447
6,89.39912514004622,-12.750311885852188,12.381244234688067
7,91.29265633920105,-12.787382692605439,11.83977000864799
8,92.91864754272521,-13.761115331819369,9.736514977151174
9,93.03442646733923,-16.486173650012482,9.502824986216723
10,94.9633741832939,-17.679231719089003,10.84572224949885
11,94.85678766635309,-19.600688811806112,9.628354707208121
12,94.32826303624334,-22.311450320389397,13.509019274080087
13,94.10942369580756,-20.697513499328146,9.941984816052377
14,97.0111183043178,-23.627324269741198,10.251795704730737
15,93.11994496274384,-21.922852251504214,9.771027178212398
16,93.77657470172873,-18.831070582811613,6.263013660539538
17,90.11812321524252,-21.27546342885128,6.505932974526295
18,91.9526361440678,-20.206843207936966,7.088540289382779
19,89.63058725404295,-19.744603262202887,12.221590998486818
20,93.08121117370202,-23.480604651899544,15.827483186436542
21,92.1342061155811,-20.40000599552699,15.262071371287321
22,89.8309965567343,-19.124184806915007,13.314922864378973
23,91.56552338083486,-22.489274025027612,12.37602351899598
24,84.53543931984376,-20.991070599407646,13.128548256311413
25,84.63865688913367,-20.39041949740702,12.507612842760027
26,85.96012419888586,-19.99250356008686,15.048120162293914
27,83.53066048986612,-19.316672275194392,13.893278743444144
28,80.57110586384674,-16.954424933018892,11.472526913430974
29,80.75925825309731,-15.847642337730528,11.272469527439053
30,79.27122108086483,-15.681217882177798,9.592870818864016
31,79.83807087752791,-13.818834418436882,8.954920457334248
32,82.64944870972867,-20.382067614498602,10.452573476337681
33,83.68062968432922,-18.90347068444701,6.1135054929943955
34,82.76767931498352,-15.914387782920619,5.671086672834838
35,80.7829380828344,-15.46767442751436,8.979154435475285
36,82.83151296670798,-17.082507198627034,8.462896014953312
37,80.02585079952604,-18.888343775194876,8.594625968887545
38,80.53361785965767,-17.972814083494725,8.174143977231624
39,82.26906770762491,-17.26462596078021,6.887182908078318
40,82.22703772714394,-18.736619752183678,6.556933302690276
41,82.9663576321057,-17.974133676944383,10.075902313228466
42,81.55808224596257,-12.675636987958123,7.417831033453389
43,83.42262330331837,-16.78910766472548,10.943560932129275
44,81.30162075762082,-15.557743603484806,9.37787842531848
45,82.24973972080942,-14.78722313113036,10.30636808722724
46,79.91088022863947,-11.841723823983719,5.4410900805245905
47,82.56941833099044,-14.086354576095365,7.9309128288222395
48,79.44058659134457,-11.183051551022896,9.222007724052059
49,78.55487897239674,-10.743870216824666,8.934182894994821
50,77.75295246570383,-9.9223420429904,8.443069917222271
51,80.15334202478232,-12.201001021038653,6.0069433228573335
52,78.8604838660238,-12.556648646464929,4.203141570900224
53,79.8749143897634,-12.626883458545972,4.949621378481326
54,79.3763370593404,-12.601193278664164,2.470852273094027
55,78.76679428679854,-11.976089716083251,5.406416654179745
56,77.77570621147562,-11.581289838735122,7.384542448467806
57,79.21617019040843,-13.480304030121772,7.987100470069758
58,79.40138117430212,-13.006842729708874,8.807043430775003
59,81.71948768134988,-15.65583960276138,7.254502659628118
60,79.63378412147735,-11.6870762812494,10.05276807617496
61,80.47238992478117,-13.138608147222953,15.203684944854778
62,84.1350233622725,-11.29816803709732,16.464675558992965
63,85.41683849921701,-11.619744311550294,17.85559287281166
64,82.99299285282237,-9.273678865024987,19.053649781984998
65,83.63291438534263,-7.414684235777607,20.62870153557953
66,78.01157332638125,-8.63341032238075,18.92426444167642
67,80.31431773810844,-8.451271052127638,20.680989659168652
68,84.60240039297214,-8.400518078275008,22.889326929756237
69,83.35573396177408,-12.680035417901262,18.362845414951924
70,83.48004294580228,-13.66935472349724,23.16374732007042
71,81.87961396288418,-13.858595174196871,20.25214285800119
72,84.2666916372162,-12.081068682824526,15.154481547554578
73,79.91250817288723,-16.104800164110003,14.901822713318749
74,81.3539435389614,-17.791397168956035,14.683460316996358
75,82.16556360511356,-16.448386809360855,14.02391650414489
76,79.71169964645617,-20.517667535625343,7.509773369272456
77,76.19427809009308,-26.590257511715524,11.308469023423914
78,76.68663907179854,-19.79884566054201,12.989293528851869
79,74.66391314387154,-21.10100494332655,12.841984653624982
80,71.19923360762662,-19.991802780550803,10.639857191807481
81,67.30922509755297,-25.281281977250487,12.506355511299434
82,65.05827368851166,-32.01583576183163,11.246004689926062
83,63.49035741052712,-35.66661763215571,12.317459125360726
84,66.65249127728244,-44.020145183296876,12.764669948233598
85,59.003023423048944,-38.08578007076733,4.791604840098251
86,55.483735275756516,-34.42708060808619,7.417508741664282
87,49.184111866429724,-34.15787062628999,4.04206234493029
88,56.04181973353247,-32.857310378562204,7.870919927272313
89,50.833818568289935,-35.34878331954008,15.466638965701799
90,59.5434824989345,-34.86377811242152,11.842962247276438
91,60.68963032288702,-33.86325396230727,13.072672913988281
92,67.44325024990658,-35.53365504810023,9.466482978050216
93,66.05267267177476,-36.11954269287933,10.184614337295034
94,69.10409946778881,-37.33979239461706,10.279749668527547
95,68.10400815831967,-36.614290338267004,7.223921714751183
96,73.0448050074353,-37.350795001174944,11.047407147851219
97,71.4363850813217,-42.079340158730176,13.702141489597272
98,73.02262808621185,-42.072271988768094,8.075380596225543
99,69.24562944380423,-44.700235454541165,10.472027811530891
100,60.966818482036764,-44.25678701849404,11.953531034665328
101,58.90433356707061,-45.01226972971963,10.958463683270171
102,49.823682234538346,-44.23767774073955,8.583295325451406
103,54.49595117074743,-39.839266724966954,14.144781600496659
104,55.011793313468544,-36.52298445181263,9.693053951032033
105,58.249453747981434,-36.936895487245444,13.11181990853393
106,54.27885029782571,-34.52337310994226,11.051173201111549
107,59.02369858554428,-33.16119281591463,9.79405716355253
108,54.12712603371172,-39.10302503564708,7.206563924381883
109,50.9087583712632,-40.43068918118273,5.935703635870333
110,59.49024643665652,-37.539912505303555,9.262745878546912
111,57.30132173193529,-36.77443988285024,10.171733855730238
112,55.339668085388396,-43.074423029938195,9.681300206707883
113,50.029817162160626,-45.74698418595413,5.884014494664249
114,53.2877609793525,-51.67781314969546,11.593455408722765
115,50.90453688439951,-53.767515332989504,19.000305701085875
116,53.0997125247614,-48.60503326004217,10.862356052240877
117,52.62583890761316,-54.795002372130256,11.293088233584314
118,51.63370323802744,-56.90363345750365,12.207442963051903
119,43.94916732653564,-61.02123337602046,14.244788960082541
120,45.02905267457405,-51.564134150193404,18.016505745824134
121,40.42260674526535,-46.004313801890945,7.5275463675475205
122,35.30144568680171,-38.531495370904345,-0.27143038186745755
123,32.24509274837106,-36.56747725064593,3.6871196107252526
124,27.854883306348505,-43.809388755410296,-1.5918341800641094
125,21.266342063045638,-41.02101591919121,7.069601456427899
126,19.755928611522037,-34.52883115615532,4.778321963977775
127,18.60816487343551,-29.341282426791935,7.3837387388869535
128,20.822633671586072,-20.531701898552207,4.981689847361305
129,22.190393671566763,-21.3871643078368,8.974612238793256
130,23.838891944546237,-16.05049402567112,0.9578904977438518
131,25.558614858558965,-12.772108663783051,-0.7769687790253269
132,25.937116162172543,-18.9216109673467,5.312004931227611
133,26.95487674785304,-17.511291243728554,-0.858048719717745
134,28.93360594814469,-14.948038795778135,-6.850434539516403
135,22.131021000928733,-17.369985458875057,-5.3878100079399065
136,16.346503786040433,-20.555741056869437,-13.057642672838307
137,21.516296658162176,-27.436486028337086,-12.18958564544855
138,19.746842234384992,-23.432370657670862,-15.355292286930148
139,25.110003737368228,-21.808520259348978,-14.250637185769154
140,23.38561889437549,-29.27371513342595,-14.267507389705939
141,31.73232611918031,-30.51629068183334,-20.027171602889563
142,32.55103289538692,-27.485699750259133,-28.444070710885068
143,31.255414204989822,-33.45725059086556,-31.256735300769208
144,29.636766076190103,-29.030929972055446,-33.14149118243865
145,28.120490450303603,-23.079446558452748,-34.982851166984375
146,27.272082516103218,-16.13284401637436,-26.557575125777497
147,28.279593350786893,-15.286211386575374,-25.222679745784315
148,39.64143423560222,-21.75232171449404,-21.415412387205215
149,35.719320608682594,-31.21173587288011,-17.003713784727907
150,37.54790535715855,-37.368894508248495,-16.62253414036279
151,33.5727819217031,-29.658687629515782,-9.605471726168659
152,35.46085574121806,-37.76929203331917,-12.247707429715271
153,34.67670647593365,-37.856255504915104,-5.977353857222029
154,38.035420594645814,-42.12788482739187,-8.7136435821391
155,42.52493864333257,-39.83864291695202,-13.088980950002579
156,31.8236021771133,-41.83839231287606,-12.608857165157854
157,33.91373005652661,-42.63643018942179,-9.922160009599997
158,36.07458189775289,-39.445640107547895,-9.770017788785252
159,37.60866759773989,-37.55044566109904,-0.28531278252795955
160,37.5033774780082,-30.097605251800474,6.879924953545132
161,43.82040461949988,-24.976544401808766,9.34056031104653
162,35.393217319795674,-18.6432266340872,14.54421792448364
163,37.62652103441641,-17.690573353488325,12.958811358262036
164,35.39253142506216,-25.122233755513395,20.79538006686039
165,39.37743724420996,-22.145969522406272,17.279435295846493
166,35.62257512562421,-22.917459037053607,10.533161216721957
167,33.4077233004326,-22.570450819215743,9.776856066409122
168,25.34260949346936,-20.88429563949427,7.4656706663021355
169,32.803622052822476,-22.006090508749597,5.82225434481641
170,31.72581936879057,-18.20382656245597,-1.5792044860112644
171,40.659231572472976,-15.878865142894885,2.1602817931460567
172,39.92171568689139,-6.6644898431272415,-8.973778281016013
173,45.00618854710114,-12.359803691896056,-15.362345705480779
174,47.328539153944064,-13.138978804800358,-15.845606403341629
175,43.09145428245165,-11.345835971217138,-21.886942842005244
176,49.70748786174982,-15.07206808988292,-27.68569782808752
177,49.10645119055865,-16.524629348797813,-19.853655887797064
178,53.340855154537365,-11.759665382956141,-12.629071285545285
179,52.40001482594155,-6.8090226501931,-10.930088161390227
180,44.228454522405094,-8.723365643746947,-1.7822550394620675
181,51.64995002899487,-17.298683399617477,2.4277625273022743
182,53.724111970632435,-17.363893159700662,-2.625374452930232
183,57.2071824381945,-8.289859764654782,2.3811622933874013
184,63.18239644191482,-7.8781957665584414,9.48091004801941
185,58.29241903790246,-15.435211397870175,10.910093606108608
186,54.585180568027845,-12.190225447924666,12.588858679316228
187,54.74705913938553,-13.012688743039368,8.12225505793965
188,54.079374220413506,-11.889082120338031,12.170436561870318
189,52.59660525707621,-14.860126115993653,21.46086240356648
190,52.262621566033175,-20.559309300726284,16.303253803400402
191,51.22112101607863,-17.21854666704499,11.00015000813229
192,56.127827903657526,-12.499700996740701,16.329523305740757
193,61.60510368107012,-0.9782936939128403,9.16030654711191
194,60.47600391474153,-0.42812177946284186,4.019785900401711
195,59.49582615480419,5.976352021667052,0.7513404318406469
196,63.54511231994938,14.534597921507183,0.8261469718282058
197,70.18479232802434,15.5409219118175,6.873795991915498
198,69.57584302166877,16.592596890245648,7.443363206239209
199,70.85021852418063,10.634164020338856,4.694282682571448
200,73.56876397564477,10.159118217195418,1.6023401148585483
201,72.97191770237569,9.634545506979734,5.491710452520068
202,75.29162970282052,7.836605417250901,-0.6431938382181329
203,77.7172776681709,6.113913348807922,0.9184976906539194
204,75.4174073037902,8.568848187844184,1.4002428894626462
205,73.38798857429614,5.5112496177607655,7.617181696296394
206,74.11744553566852,0.4527157208618019,5.9008394114509795
207,73.22011986993256,-0.31086483038729384,7.522339927807733
208,73.34005559263223,1.147127522260704,7.883883244261298
209,72.54486067917652,5.741601159048406,5.475483631064897
210,73.49182686765879,0.9683548470205322,11.14281168584725
211,72.22800941220369,-4.395147349800824,11.797570184195585
212,74.42418371106338,0.004414261692902347,5.0793146562030085
213,75.90429504188174,2.384244535207341,8.217860157856112
214,72.99569886014038,6.458984513805269,5.007632389088327
215,70.54509420168549,2.4165831017116224,10.711949909792352
216,68.26874409558039,5.5735697376035205,6.117476997578245
217,71.89494270097477,14.801931335969957,-1.2979356646688474
218,78.87372982491785,18.193342537678454,-5.017314230943333
219,74.85542208889615,19.746600871562247,-8.139310199349554
220,75.72733939529319,21.239459352261658,-7.943502022197474
221,75.35121738893646,22.182304595306164,-5.531286355526249
222,72.83215466264492,23.773745449745203,-2.0365532555867882
223,63.62046164299525,24.23858463595161,-3.0594330009184816
224,55.91582865892121,27.192223441541802,-3.573959727350252
225,56.79815263720558,20.19296369911372,-4.791615679236594
226,66.51689473989428,19.31554294248478,-4.39785578121092
227,73.30316499326032,16.33682490745179,-8.332643706999809
228,68.126704824481,19.1486517142205,-10.968124185440576
229,64.55220355879212,16.112644862927763,-6.759276688791917
230,63.90269159479154,11.569002655976698,-12.47100144812226
231,62.59453187759704,14.893673647760552,-6.444385210716914
232,68.4236405412704,14.406496381377476,-4.774114282338508
233,71.37098111419415,12.669889808768305,-7.395891446815709
234,71.66630732535198,9.105967776448153,-1.2883415036395385
