POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
457,710.24,1522.72,1968.72,183.83,107.41,-93.78,-1295.61,-11196.81,664.82,7504.86,-2203.72,55.56,0.0,76.41,-2148.15,-2071.74
460,670.31,1505.48,1971.3,179.72,105.17,-117.67,-1267.57,-11292.75,675.54,7540.27,-2143.33,55.14,0.0,-30.2,-2088.19,-2118.4
463,626.4,1466.04,1951.22,187.06,104.64,-100.69,-1282.42,-11194.77,677.71,7567.64,-2211.43,55.15,0.0,2.81,-2156.28,-2153.47
466,676.65,1483.28,1970.45,176.07,110.83,-105.63,-1302.9,-11121.33,664.8,7462.22,-2220.24,55.75,0.0,14.43,-2164.49,-2150.06
469,690.89,1445.49,1975.64,182.63,114.55,-103.93,-1276.78,-11313.03,667.94,7537.51,-2142.38,53.97,0.0,-79.08,-2088.41,-2167.49
472,715.78,1507.58,1945.86,189.77,102.77,-88.52,-1272.11,-11273.87,657.54,7513.81,-2158.93,53.71,0.0,-1.39,-2105.22,-2106.62
475,671.3,1483.4,2016.82,192.8,107.94,-114.89,-1268.7,-11261.43,670.21,7536.74,-2165.67,55.52,0.0,34.2,-2110.15,-2075.95
478,681.61,1440.23,1970.67,188.17,92.36,-89.35,-1270.75,-11270.42,670.33,7582.77,-2201.9,56.09,0.0,-4.38,-2145.81,-2150.19
481,649.89,1440.89,1972.79,178.84,106.73,-98.76,-1281.02,-11410.16,702.37,7677.03,-2119.24,53.86,0.0,-61.39,-2065.39,-2126.78
484,687.25,1458.31,1960.89,173.84,116.15,-112.85,-1277.63,-11380.83,686.25,7570.82,-2125.48,54.07,0.0,-117.81,-2071.41,-2189.22
487,662.84,1463.99,1933.14,183.6,97.61,-94.04,-1312.02,-11355.3,657.8,7601.23,-2113.51,54.29,0.0,-161.13,-2059.22,-2220.35
490,644.37,1418.81,1976.77,171.52,100.35,-119.75,-1263.42,-11411.09,680.67,7546.71,-2068.68,55.12,0.0,-255.06,-2013.55,-2268.62
493,656.71,1459.29,1957.35,192.52,111.43,-98.52,-1272.24,-11375.9,663.69,7565.64,-2111.82,53.63,0.0,-140.01,-2058.19,-2198.2
496,625.16,1460.54,1970.04,184.32,110.3,-94.84,-1274.57,-11358.48,699.41,7601.87,-2133.56,53.81,0.0,-76.24,-2079.75,-2155.99
499,675.13,1512.18,1972.28,186.41,101.76,-115.36,-1303.68,-11443.39,693.42,7564.93,-2001.39,53.81,0.0,-156.31,-1947.58,-2103.89
502,650.97,1463.69,1994.28,183.96,110.25,-111.96,-1273.73,-11301.52,681.28,7473.24,-2114.11,55.27,0.0,-129.54,-2058.84,-2188.38
505,682.39,1454.42,1980.38,186.82,109.14,-92.92,-1290.85,-11461.72,680.78,7609.96,-2033.35,53.75,0.0,-141.59,-1979.6,-2121.19
508,650.2,1519.09,1982.46,187.68,106.97,-88.58,-1311.11,-11355.87,670.18,7561.01,-2110.24,54.31,0.0,-77.97,-2055.92,-2133.9
511,640.4,1490.77,1964.97,184.46,95.06,-98.26,-1296.15,-11455.55,701.55,7510.61,-1987.22,53.17,0.0,-262.15,-1934.05,-2196.2
514,659.35,1486.54,1979.33,183.79,104.92,-120.46,-1299.38,-11278.61,680.58,7524.19,-2142.03,54.23,0.0,-79.75,-2087.8,-2167.55
517,674.52,1474.64,1987.83,182.42,109.89,-104.0,-1284.88,-11446.23,666.76,7475.39,-1954.95,52.94,0.0,-263.67,-1902.02,-2165.69
520,657.29,1501.46,1983.18,180.51,99.76,-101.59,-1256.88,-11411.35,668.84,7503.37,-2040.65,54.86,0.0,-175.4,-1985.79,-2161.19
