POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
910,25.99,38.5,57.05,3.38,0.0,0.0,-8.98,-122.87,36.94,263.5,-57.01,4.2,0.0,293.51,-52.81,240.7
913,24.86,33.47,67.63,4.29,0.07,0.0,-7.96,-121.53,38.12,270.14,-58.25,4.17,0.0,309.08,-54.08,254.99
916,21.25,24.14,68.97,3.76,0.59,0.0,-10.96,-119.57,41.28,271.08,-60.48,4.0,0.0,300.54,-56.48,244.06
919,18.2,36.42,61.22,4.66,0.01,0.0,-10.29,-122.23,38.63,264.42,-53.5,4.13,0.0,291.03,-49.37,241.66
922,30.23,45.96,69.57,5.24,0.08,0.0,-7.41,-129.23,39.13,259.94,-52.35,4.52,0.0,313.51,-47.83,265.68
925,21.01,33.37,67.62,4.7,0.02,0.0,-6.13,-131.93,40.58,263.64,-50.95,4.55,0.0,292.88,-46.4,246.49
928,14.54,29.42,67.32,2.96,0.25,0.0,-8.36,-124.6,39.03,269.58,-56.42,4.57,0.0,290.12,-51.85,238.27
931,18.06,37.13,60.19,4.64,0.12,0.0,-8.52,-141.56,38.39,278.37,-49.89,4.14,0.0,286.81,-45.74,241.06
934,18.52,37.12,61.2,3.92,0.34,0.0,-7.37,-124.48,40.51,264.31,-56.07,4.52,0.0,294.07,-51.55,242.52
937,30.33,42.04,58.49,4.52,0.01,0.0,-6.77,-119.24,32.55,262.26,-61.16,4.64,0.0,304.19,-56.52,247.68
940,24.34,36.0,62.19,3.91,0.0,0.0,-6.19,-130.67,33.71,270.07,-54.71,4.57,0.0,293.36,-50.14,243.22
943,22.16,35.38,60.84,3.07,0.45,0.0,-6.9,-117.84,38.61,258.42,-58.67,4.62,0.0,294.16,-54.05,240.11
946,19.71,40.86,64.78,3.48,0.02,0.0,-8.4,-129.08,34.38,265.93,-53.92,4.55,0.0,291.67,-49.37,242.3
949,16.36,45.96,60.77,4.11,0.27,0.0,-7.83,-129.14,40.08,265.78,-51.74,4.59,0.0,296.37,-47.15,249.23
952,22.02,31.73,66.67,2.72,0.33,0.0,-5.32,-118.77,37.87,255.46,-57.6,4.58,0.0,292.71,-53.02,239.7
955,22.54,34.62,62.52,5.26,0.11,0.0,-7.27,-118.64,37.26,265.78,-58.1,4.59,0.0,302.17,-53.51,248.66
958,28.16,32.97,59.58,4.78,0.16,0.0,-5.44,-139.52,37.16,274.54,-54.18,4.22,0.0,292.39,-49.96,242.43
961,26.89,34.5,59.88,2.13,0.31,0.0,-5.89,-132.95,33.94,265.84,-56.04,4.59,0.0,284.63,-51.45,233.19
964,17.79,34.2,58.71,3.39,0.06,0.0,-5.75,-107.31,39.28,261.88,-67.32,4.55,0.0,302.25,-62.77,239.47
967,23.67,33.71,65.78,3.82,0.09,0.0,-4.08,-114.73,39.63,264.11,-63.91,4.58,0.0,312.01,-59.33,252.67
970,26.51,36.35,56.97,2.78,0.09,0.0,-6.03,-132.8,36.94,265.18,-52.52,4.58,0.0,286.01,-47.94,238.07
973,22.41,39.45,60.64,4.51,0.04,0.0,-6.86,-117.65,38.39,262.47,-60.4,4.6,0.0,303.4,-55.8,247.6
976,18.55,42.59,64.45,3.47,0.32,0.0,-7.4,-128.15,34.19,266.76,-55.14,4.33,0.0,294.79,-50.82,243.97
979,18.5,45.02,57.47,3.79,0.23,0.0,-9.99,-130.04,38.54,275.25,-56.73,4.11,0.0,298.77,-52.62,246.15
982,22.53,35.25,66.26,2.79,0.47,0.0,-9.85,-128.66,38.36,268.03,-54.21,4.13,0.0,295.17,-50.09,245.08
985,16.42,31.43,66.7,3.86,0.05,0.0,-10.06,-124.31,39.17,271.85,-55.99,4.0,0.0,295.11,-51.99,243.12
988,17.07,33.29,62.44,4.22,0.24,0.0,-7.36,-148.36,41.85,282.88,-46.51,4.09,0.0,286.27,-42.42,243.85
991,16.51,36.85,56.86,3.86,0.7,0.0,-8.56,-130.24,41.34,270.25,-52.17,4.14,0.0,287.55,-48.03,239.52
994,26.43,37.45,61.77,3.82,0.0,0.0,-10.69,-131.43,41.33,268.42,-53.2,4.03,0.0,297.1,-49.17,247.93
997,23.22,33.96,55.84,3.63,0.06,0.0,-8.81,-114.17,31.32,271.49,-65.98,4.1,0.0,296.55,-61.89,234.67
1000,22.86,39.75,59.19,4.73,0.0,0.0,-9.33,-127.17,35.46,271.47,-58.91,4.21,0.0,296.97,-54.7,242.26

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,0.0,0.0,0.0,0.0,0.0,0.0,-33.9,-5.17,-0.0,0.0,33.86,-3.88,0.0,-39.07,29.98,-9.09
4,0.0,-0.0,0.0,0.0,0.0,0.0,-26.95,-18.13,0.0,-0.0,37.03,-3.87,0.0,-45.08,33.16,-11.92
7,0.0,-0.0,0.0,0.0,-0.0,0.0,-32.37,-16.12,0.0,-0.0,41.1,-3.76,0.0,-48.49,37.34,-11.16
10,0.0,-0.0,-0.0,0.0,-0.0,0.0,-32.81,-12.59,-0.0,0.0,35.5,-4.04,0.0,-45.4,31.45,-13.94
13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-32.92,-11.23,0.0,0.0,41.66,-3.95,0.0,-44.15,37.71,-6.44
16,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-29.75,-20.64,0.0,0.0,41.11,-4.05,0.0,-50.39,37.06,-13.33
19,-0.0,0.0,-0.0,0.0,-0.0,0.0,-27.09,-25.5,-0.0,-0.0,43.02,-3.94,0.0,-52.59,39.09,-13.5
22,-0.0,0.0,0.0,0.0,-0.0,0.0,-27.64,-14.0,-0.0,-0.0,39.08,-3.82,0.0,-41.64,35.25,-6.38
25,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-26.9,-19.1,-0.0,0.0,33.96,-3.81,0.0,-46.0,30.15,-15.85
28,-0.0,-0.0,0.0,-0.0,0.0,0.0,-22.51,-17.93,0.0,-0.0,29.29,-3.64,0.0,-40.44,25.66,-14.79
31,0.0,0.0,-0.0,0.0,-0.0,0.0,-28.32,-20.7,-0.0,0.0,38.45,-3.71,0.0,-49.01,34.74,-14.27
34,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-22.62,-29.05,0.0,-0.0,36.25,-3.69,0.0,-51.68,32.57,-19.11
37,-0.0,0.0,0.0,-0.0,0.0,0.0,-17.14,-18.17,-0.0,0.0,21.67,-2.71,0.0,-35.31,18.96,-16.35
40,0.0,-0.0,-0.0,0.0,0.0,0.0,-12.5,1.02,0.0,-0.0,7.45,-2.13,0.0,-11.47,5.33,-6.15
43,-0.0,0.0,-0.0,0.0,-0.0,0.0,-11.94,1.92,0.0,0.0,4.16,-1.73,0.0,-10.02,2.43,-7.59
46,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-8.16,-2.13,0.0,0.0,4.51,-1.46,0.0,-10.28,3.04,-7.24
49,-0.0,0.0,-0.0,-0.0,0.0,0.0,-18.78,-7.01,0.0,-0.0,17.11,-2.39,0.0,-25.79,14.72,-11.06
52,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-15.58,-6.35,-0.0,0.0,18.21,-2.25,0.0,-21.93,15.96,-5.97
55,-0.0,0.0,0.0,0.0,0.0,0.0,-19.9,-3.43,-0.0,0.0,15.97,-2.55,0.0,-23.33,13.41,-9.91
