POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
133,672.99,1480.55,1972.34,178.85,104.87,-114.47,-1291.62,-11516.48,702.8,7550.72,-1986.36,54.13,0.0,-259.45,-1932.23,-2191.69
136,658.72,1480.56,1959.09,183.92,102.56,-101.98,-1310.62,-11554.21,661.26,7607.59,-1992.64,53.59,0.0,-313.11,-1939.05,-2252.16
139,668.21,1514.6,1958.01,192.04,102.72,-87.16,-1334.99,-11343.55,675.66,7629.84,-2141.56,53.76,0.0,-24.61,-2087.79,-2112.4
142,680.11,1463.59,1979.99,182.25,88.62,-107.03,-1333.71,-11360.94,690.67,7562.69,-2099.86,53.77,0.0,-153.78,-2046.09,-2199.87
145,724.38,1479.53,1982.88,192.6,111.02,-110.93,-1261.05,-11381.04,675.05,7541.81,-2131.54,54.88,0.0,-45.74,-2076.66,-2122.4
148,648.63,1488.17,1976.46,179.74,98.67,-105.57,-1301.51,-11458.59,684.53,7598.53,-2102.93,55.27,0.0,-190.93,-2047.66,-2238.59
151,617.71,1522.2,2013.25,174.5,106.2,-125.95,-1302.45,-11376.98,698.6,7542.67,-2070.93,53.99,0.0,-130.25,-2016.95,-2147.2
154,675.43,1464.11,1989.38,176.7,102.46,-97.95,-1308.71,-11445.83,702.83,7593.39,-2099.55,53.18,0.0,-148.18,-2046.36,-2194.54
157,650.05,1488.09,1965.77,175.41,88.43,-103.45,-1297.56,-11356.11,670.46,7540.2,-2120.09,53.27,0.0,-178.72,-2066.82,-2245.54
160,678.72,1469.35,1951.63,177.71,108.68,-99.6,-1341.77,-11313.76,694.54,7538.24,-2128.6,54.06,0.0,-136.25,-2074.54,-2210.79
163,611.09,1433.44,2007.26,172.31,98.12,-118.96,-1320.47,-11380.81,708.18,7619.66,-2149.6,55.01,0.0,-170.18,-2094.6,-2264.78
166,645.47,1494.44,1972.16,188.56,103.29,-110.65,-1291.38,-11387.01,697.61,7601.5,-2153.6,54.36,0.0,-86.01,-2099.23,-2185.24
169,621.23,1452.75,1983.0,175.24,109.38,-109.21,-1309.5,-11448.59,696.19,7578.68,-2075.85,53.64,0.0,-250.83,-2022.21,-2273.04
172,686.26,1493.22,1971.15,194.51,98.54,-106.25,-1313.11,-11424.76,666.98,7578.58,-2086.13,54.35,0.0,-154.87,-2031.79,-2186.66
175,677.38,1455.83,1976.1,183.33,109.99,-95.18,-1305.65,-11371.56,693.73,7544.69,-2107.22,53.69,0.0,-131.33,-2053.53,-2184.86
178,663.75,1456.45,1975.15,197.43,102.35,-104.37,-1313.51,-11350.21,685.56,7516.46,-2125.31,52.78,0.0,-170.94,-2072.53,-2243.47
181,664.84,1481.2,1982.91,182.2,106.98,-96.83,-1294.34,-11284.33,682.08,7509.34,-2185.2,54.96,0.0,-65.96,-2130.24,-2196.2
184,630.4,1457.31,2000.11,171.29,112.07,-114.37,-1301.19,-11451.38,680.25,7587.29,-2071.32,54.47,0.0,-228.2,-2016.85,-2245.05
187,685.92,1434.26,1992.39,176.89,122.85,-102.45,-1296.88,-11395.53,696.36,7546.55,-2132.92,55.01,0.0,-139.64,-2077.92,-2217.55
190,644.02,1457.79,1949.42,185.09,93.9,-93.35,-1315.83,-11361.75,696.57,7549.85,-2089.39,53.02,0.0,-194.31,-2036.38,-2230.69
193,657.85,1474.54,1962.37,181.87,100.83,-97.31,-1316.91,-11372.35,703.5,7516.9,-2078.89,53.86,0.0,-188.69,-2025.03,-2213.72
196,667.9,1475.33,2016.45,187.19,95.39,-102.81,-1304.59,-11311.05,664.33,7540.86,-2173.22,54.57,0.0,-71.02,-2118.65,-2189.67
199,629.84,1445.89,1986.64,185.56,94.55,-118.57,-1319.9,-11409.75,690.14,7570.16,-2107.98,54.09,0.0,-245.43,-2053.89,-2299.32
202,698.36,1511.13,2007.53,194.06,125.33,-113.2,-1299.19,-11367.16,695.62,7547.54,-2133.12,53.81,0.0,0.04,-2079.32,-2079.28
205,658.13,1446.06,1957.75,175.76,102.18,-98.24,-1288.97,-11409.7,682.13,7553.5,-2077.22,54.71,0.0,-221.41,-2022.5,-2243.91
208,621.86,1494.82,1984.61,183.55,92.45,-82.34,-1278.39,-11436.07,711.52,7621.94,-2082.02,55.05,0.0,-86.04,-2026.97,-2113.01
211,677.59,1455.09,1986.61,182.66,108.59,-93.96,-1282.0,-11352.87,681.2,7548.42,-2157.13,55.96,0.0,-88.67,-2101.16,-2189.84
214,662.8,1492.81,1985.11,186.44,97.54,-122.77,-1298.33,-11380.77,671.65,7546.44,-2114.95,54.31,0.0,-159.09,-2060.64,-2219.73
217,653.74,1491.78,1965.09,197.99,111.91,-112.35,-1292.4,-11419.91,706.86,7555.01,-2089.46,53.96,0.0,-142.28,-2035.5,-2177.78
220,656.16,1497.34,1974.22,192.52,103.63,-121.6,-1279.64,-11363.94,703.73,7600.96,-2158.18,54.86,0.0,-36.62,-2103.32,-2139.94
223,677.55,1508.42,1984.2,186.07,107.6,-118.29,-1297.77,-11286.27,675.69,7567.77,-2180.78,55.12,0.0,4.97,-2125.66,-2120.69
226,639.16,1453.21,1976.56,187.11,104.87,-119.52,-1295.85,-11383.59,672.77,7623.61,-2159.51,54.7,0.0,-141.67,-2104.81,-2246.48
229,639.25,1488.78,1987.78,184.0,99.18,-122.6,-1319.88,-11309.64,683.85,7625.53,-2185.9,54.32,0.0,-43.75,-2131.58,-2175.33
232,679.39,1478.42,1994.67,189.25,91.71,-125.23,-1275.99,-11364.53,692.57,7545.78,-2139.92,54.78,0.0,-93.97,-2085.14,-2179.1
235,647.16,1504.22,2015.05,187.97,107.09,-115.31,-1309.06,-11450.99,682.12,7599.43,-2088.52,54.74,0.0,-132.32,-2033.78,-2166.1
238,696.52,1421.49,1983.94,178.3,105.45,-126.12,-1296.4,-11439.06,674.67,7589.02,-2105.9,54.33,0.0,-212.19,-2051.57,-2263.76
241,682.26,1464.92,1989.78,189.18,86.73,-114.93,-1271.73,-11337.24,712.03,7608.89,-2193.88,54.81,0.0,9.89,-2139.06,-2129.17
244,686.39,1500.27,1947.0,179.6,102.98,-97.41,-1284.17,-11384.4,698.09,7588.79,-2144.84,54.86,0.0,-62.87,-2089.99,-2152.86
247,678.23,1487.41,1971.06,192.17,108.48,-85.26,-1322.53,-11319.16,691.25,7655.66,-2221.8,54.09,0.0,57.32,-2167.71,-2110.39
250,631.66,1498.25,1975.58,192.71,108.21,-81.25,-1267.5,-11292.3,680.03,7606.84,-2190.62,53.68,0.0,52.23,-2136.94,-2084.71
253,632.11,1479.78,1970.36,178.3,95.03,-94.78,-1328.05,-11335.67,695.55,7632.46,-2189.49,54.04,0.0,-74.92,-2135.45,-2210.36
256,682.89,1461.85,1954.46,180.37,110.5,-105.91,-1281.49,-11441.41,658.95,7613.65,-2116.36,54.45,0.0,-166.14,-2061.91,-2228.05
259,669.27,1498.94,1984.04,179.68,100.81,-95.3,-1299.74,-11431.87,694.12,7608.44,-2102.8,53.42,0.0,-91.6,-2049.37,-2140.98
262,682.51,1487.73,1979.92,180.95,104.06,-109.4,-1251.56,-11359.3,700.66,7562.27,-2178.05,54.56,0.0,-22.16,-2123.49,-2145.65
265,629.2,1470.57,1982.35,178.55,105.15,-109.97,-1307.93,-11400.03,690.52,7632.65,-2120.18,53.11,0.0,-128.93,-2067.08,-2196.01
268,668.9,1427.85,1968.88,195.85,91.9,-98.58,-1322.79,-11481.28,686.22,7617.0,-2056.0,53.31,0.0,-246.05,-2002.69,-2248.74
271,701.06,1515.44,1933.93,185.97,104.01,-92.78,-1314.56,-11275.48,679.9,7498.36,-2151.82,55.09,0.0,-64.16,-2096.73,-2160.88
274,666.98,1506.14,1983.3,179.33,100.42,-95.73,-1298.53,-11265.85,685.31,7531.55,-2203.6,54.3,0.0,-7.07,-2149.3,-2156.37
277,692.71,1433.03,1960.52,186.29,107.1,-92.69,-1288.13,-11473.3,690.82,7636.14,-2073.55,53.23,0.0,-147.52,-2020.31,-2167.84
280,656.29,1448.25,1941.95,184.31,107.86,-100.91,-1292.52,-11314.68,681.33,7567.04,-2130.0,53.26,0.0,-121.09,-2076.74,-2197.83
