POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
427,696.57,1569.32,1968.86,192.78,97.37,-113.42,-1255.86,-10440.35,695.15,6901.03,-2523.65,59.94,0.0,311.44,-2463.72,-2152.27
430,668.74,1500.7,1962.98,190.26,105.08,-92.7,-1236.32,-10455.21,717.81,6922.77,-2514.55,58.18,0.0,284.1,-2456.37,-2172.27
433,688.37,1452.42,1971.65,183.76,98.08,-83.82,-1246.71,-10532.93,711.17,6931.57,-2448.04,58.06,0.0,173.57,-2389.98,-2216.41
436,648.44,1491.68,1956.0,167.45,102.63,-91.26,-1233.07,-10572.88,691.69,6912.37,-2430.8,58.98,0.0,73.05,-2371.82,-2298.77
439,660.16,1525.88,1993.87,192.36,102.72,-90.78,-1264.74,-10552.19,708.81,6931.23,-2423.55,57.27,0.0,207.32,-2366.28,-2158.96
442,681.9,1478.1,1962.89,187.4,103.58,-97.81,-1233.32,-10509.07,707.66,6932.75,-2463.42,56.39,0.0,214.07,-2407.03,-2192.96
445,644.43,1501.7,1964.03,184.95,99.04,-95.93,-1297.39,-10542.7,708.18,6941.36,-2428.2,56.04,0.0,107.66,-2372.15,-2264.49
448,637.52,1467.95,1978.17,189.02,117.43,-95.63,-1254.32,-10521.73,731.02,6876.06,-2439.33,56.97,0.0,125.48,-2382.36,-2256.88
451,701.91,1466.31,1989.2,185.5,97.72,-95.19,-1258.29,-10629.86,694.95,6889.91,-2333.98,56.16,0.0,42.17,-2277.82,-2235.65
454,686.68,1525.54,1983.74,177.77,98.37,-103.09,-1277.67,-10493.44,695.78,6957.58,-2499.9,57.68,0.0,251.25,-2442.22,-2190.97
457,714.63,1547.21,1982.27,191.53,99.91,-132.49,-1259.42,-10519.04,687.1,6880.69,-2435.35,57.5,0.0,192.39,-2377.86,-2185.46
460,651.92,1485.97,1981.13,189.04,104.14,-92.43,-1253.97,-10593.66,711.82,6858.29,-2371.75,57.07,0.0,42.23,-2314.68,-2272.45
463,652.35,1469.96,1978.9,180.67,95.05,-107.29,-1245.42,-10673.35,726.78,6954.74,-2362.79,57.03,0.0,32.39,-2305.77,-2273.38
466,692.55,1455.32,1970.93,178.94,93.98,-100.81,-1248.0,-10536.69,702.59,6931.43,-2447.92,58.08,0.0,140.26,-2389.84,-2249.58
469,660.78,1542.66,1971.81,177.54,116.89,-93.62,-1249.84,-10392.39,674.06,6854.66,-2539.6,58.14,0.0,262.53,-2481.45,-2218.92
472,664.58,1434.69,1970.8,179.09,106.64,-92.74,-1255.19,-10545.07,716.09,6923.72,-2438.92,56.21,0.0,102.61,-2382.7,-2280.1
475,679.84,1509.17,1999.97,189.41,102.58,-104.1,-1284.53,-10602.94,704.67,6925.72,-2399.78,56.15,0.0,119.8,-2343.63,-2223.84
478,668.93,1430.66,1980.31,182.12,98.1,-107.46,-1270.6,-10637.11,710.74,6913.92,-2320.89,55.9,0.0,-30.4,-2265.0,-2295.4
481,685.04,1506.56,1983.62,188.26,104.71,-122.43,-1286.58,-10524.6,713.31,6882.32,-2427.19,55.72,0.0,130.21,-2371.47,-2241.26
484,658.13,1546.2,1973.07,183.28,111.03,-110.95,-1267.36,-10697.13,703.03,6916.08,-2301.81,55.38,0.0,15.37,-2246.43,-2231.06
487,662.35,1499.77,1989.63,186.98,88.98,-104.75,-1282.52,-10716.44,721.93,6945.09,-2302.4,55.8,0.0,-8.98,-2246.6,-2255.58
490,669.76,1504.98,1960.35,187.8,94.98,-96.89,-1253.31,-10546.01,720.36,6860.49,-2411.05,56.09,0.0,102.52,-2354.96,-2252.44
493,698.76,1520.65,1983.82,190.77,102.22,-102.37,-1259.3,-10394.99,680.03,6868.54,-2544.83,57.95,0.0,288.12,-2486.88,-2198.76
496,683.31,1505.65,1961.27,190.54,94.18,-95.69,-1256.15,-10527.21,729.21,6878.72,-2419.22,57.22,0.0,163.83,-2362.0,-2198.17
499,671.76,1495.96,1975.32,178.72,92.7,-104.79,-1253.43,-10455.44,705.06,6923.98,-2525.6,57.75,0.0,229.83,-2467.85,-2238.01
502,684.44,1516.41,1970.22,177.55,98.97,-85.97,-1264.4,-10471.81,708.5,6888.92,-2519.06,58.33,0.0,222.83,-2460.74,-2237.91
505,693.03,1464.69,1975.33,190.49,93.79,-104.11,-1244.33,-10489.75,703.92,6945.82,-2502.99,57.38,0.0,228.88,-2445.62,-2216.73
508,636.92,1525.68,1971.71,190.68,103.21,-113.07,-1235.31,-10579.92,686.49,6936.46,-2475.02,57.58,0.0,122.86,-2417.43,-2294.58
511,650.45,1448.03,1956.15,186.85,105.64,-98.97,-1265.1,-10573.02,729.86,7057.25,-2492.52,57.05,0.0,197.14,-2435.47,-2238.33
514,646.94,1551.65,1979.26,181.64,86.0,-104.21,-1254.73,-10495.26,723.56,6904.66,-2502.94,57.94,0.0,219.48,-2445.0,-2225.52
517,634.79,1504.41,1961.93,188.47,94.53,-86.47,-1254.92,-10505.42,707.69,6951.23,-2497.53,58.2,0.0,196.24,-2439.33,-2243.1
520,689.02,1524.51,1955.3,182.95,93.76,-94.87,-1269.11,-10373.31,700.41,6940.05,-2594.43,58.84,0.0,348.71,-2535.59,-2186.89
523,667.57,1469.63,1997.56,186.34,92.64,-96.35,-1256.75,-10358.33,712.76,6910.91,-2615.16,59.07,0.0,325.99,-2556.09,-2230.1
526,667.6,1454.86,1972.86,177.78,111.32,-106.02,-1285.82,-10482.89,708.56,6931.47,-2522.43,56.76,0.0,149.72,-2465.66,-2315.94
529,662.05,1405.5,1982.2,183.7,99.96,-105.38,-1267.64,-10588.74,702.58,7003.01,-2466.32,57.87,0.0,77.23,-2408.46,-2331.22
532,702.25,1458.62,1981.13,181.26,91.32,-97.27,-1259.65,-10489.32,701.16,6907.1,-2466.87,56.63,0.0,176.6,-2410.23,-2233.64
535,650.26,1526.25,1967.77,179.33,102.15,-91.94,-1258.68,-10425.4,700.72,6862.28,-2501.03,58.89,0.0,212.74,-2442.14,-2229.4
538,735.37,1452.83,1941.19,183.99,98.0,-90.81,-1254.72,-10377.95,670.93,6877.84,-2558.46,59.2,0.0,236.68,-2499.26,-2262.58
541,701.19,1511.54,1983.96,182.12,105.12,-107.68,-1245.26,-10406.21,700.96,6827.91,-2531.13,58.75,0.0,253.65,-2472.39,-2218.74
544,658.82,1479.81,1977.17,196.79,90.54,-87.7,-1263.88,-10470.36,725.88,6945.56,-2525.45,57.72,0.0,252.63,-2467.72,-2215.09
