GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
946,0.0,-0.0,0.0,-0.0,-0.0,0.0,-26.8,-5.78,-0.0,-0.0,23.76,-3.91,-32.58,19.85,-12.73
949,-0.0,0.0,-0.0,0.0,-0.0,0.0,-22.29,-7.5,-0.0,-0.0,21.43,-3.05,-29.79,18.38,-11.41
952,0.0,0.0,0.0,-0.0,-0.0,0.0,-19.79,-16.44,-0.0,-0.0,26.28,-3.22,-36.24,23.06,-13.18
955,0.0,-0.0,-0.0,0.0,0.0,0.0,-20.55,-3.59,0.0,0.0,18.1,-3.25,-24.15,14.85,-9.3
958,0.0,0.0,0.0,0.0,0.0,0.0,-19.82,-5.28,-0.0,0.0,19.05,-3.1,-25.1,15.95,-9.15
961,-0.0,0.0,-0.0,0.0,0.0,0.0,-20.56,-8.66,-0.0,0.0,21.55,-2.75,-29.22,18.79,-10.43
964,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-21.63,-1.51,-0.0,0.0,16.6,-3.2,-23.14,13.39,-9.75
967,0.0,0.0,0.0,0.0,-0.0,0.0,-21.15,-5.22,0.0,-0.0,19.86,-3.18,-26.38,16.68,-9.69
970,0.0,0.0,0.0,-0.0,-0.0,0.0,-22.51,-4.26,0.0,0.0,18.97,-3.12,-26.77,15.85,-10.92
973,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-21.25,-14.65,-0.0,0.0,30.29,-3.29,-35.89,27.0,-8.89
976,0.0,-0.0,0.0,-0.0,0.0,0.0,-24.58,-5.47,-0.0,0.0,19.56,-3.3,-30.06,16.25,-13.81
979,0.0,-0.0,0.0,0.0,-0.0,0.0,-18.96,-4.56,0.0,-0.0,14.77,-2.53,-23.52,12.23,-11.29
982,0.0,-0.0,0.0,0.0,0.0,0.0,-20.41,-7.39,-0.0,-0.0,18.31,-2.84,-27.81,15.47,-12.34
985,-0.0,0.0,0.0,-0.0,0.0,0.0,-21.73,-5.18,-0.0,0.0,18.05,-3.14,-26.91,14.92,-12.0
988,0.0,-0.0,0.0,0.0,0.0,0.0,-20.15,-8.3,-0.0,0.0,20.44,-3.08,-28.44,17.35,-11.09
991,-0.0,-0.0,0.0,0.0,0.0,0.0,-18.88,-9.34,-0.0,-0.0,20.77,-2.62,-28.22,18.15,-10.07
994,0.0,-0.0,0.0,0.0,0.0,0.0,-9.42,-5.29,-0.0,0.0,13.57,-2.0,-14.71,11.57,-3.14
997,0.0,0.0,0.0,-0.0,0.0,0.0,-6.07,-13.4,-0.0,0.0,16.94,-1.18,-19.47,15.76,-3.71
1000,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-8.94,-3.04,0.0,0.0,9.49,-1.12,-11.99,8.38,-3.61


