GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
355,-0.0,0.0,0.0,0.0,-0.0,0.0,-20.32,-7.57,0.0,0.0,19.94,-2.89,-27.89,17.05,-10.84
358,-0.0,0.0,0.0,0.0,0.0,0.0,-21.27,6.02,-0.0,0.0,9.73,-3.25,-15.25,6.48,-8.77
361,0.0,0.0,-0.0,-0.0,-0.0,0.0,-29.85,7.67,-0.0,0.0,14.72,-3.92,-22.18,10.8,-11.38
364,-0.0,0.0,-0.0,0.0,-0.0,0.0,-27.87,4.94,0.0,0.0,16.5,-3.7,-22.93,12.8,-10.13
367,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-18.54,2.08,-0.0,-0.0,14.63,-3.04,-16.47,11.59,-4.87
370,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-24.05,4.55,-0.0,-0.0,14.26,-3.38,-19.5,10.88,-8.63
373,0.0,-0.0,-0.0,0.0,-0.0,0.0,-23.88,-3.67,0.0,0.0,20.51,-3.12,-27.55,17.39,-10.16
376,0.0,0.0,0.0,0.0,0.0,0.0,-20.43,-1.51,-0.0,0.0,17.67,-3.12,-21.94,14.55,-7.39
379,0.0,-0.0,-0.0,-0.0,0.0,0.0,-26.17,-6.74,0.0,-0.0,24.59,-3.64,-32.92,20.95,-11.96
382,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-18.23,-7.49,-0.0,-0.0,21.05,-2.47,-25.72,18.58,-7.14
385,-0.0,0.0,0.0,-0.0,0.0,0.0,-17.13,-2.76,-0.0,-0.0,15.74,-2.67,-19.89,13.07,-6.82
388,0.0,0.0,0.0,-0.0,-0.0,0.0,-24.01,-6.25,-0.0,0.0,21.63,-3.45,-30.25,18.18,-12.07
391,0.0,0.0,-0.0,-0.0,-0.0,0.0,-20.15,1.81,0.0,-0.0,11.51,-3.29,-18.34,8.22,-10.13
394,0.0,0.0,0.0,-0.0,-0.0,0.0,-26.5,1.99,0.0,-0.0,15.77,-3.63,-24.51,12.14,-12.37
397,-0.0,0.0,-0.0,0.0,-0.0,0.0,-23.81,-1.76,0.0,-0.0,17.55,-3.58,-25.58,13.97,-11.6
400,0.0,0.0,-0.0,0.0,0.0,0.0,-24.22,1.43,-0.0,-0.0,16.56,-3.07,-22.79,13.5,-9.29
403,0.0,-0.0,0.0,-0.0,-0.0,0.0,-23.49,5.17,0.0,0.0,11.58,-3.09,-18.32,8.49,-9.83
406,0.0,-0.0,0.0,-0.0,-0.0,0.0,-18.04,-1.58,0.0,-0.0,14.18,-2.49,-19.63,11.68,-7.94
409,-0.0,0.0,0.0,-0.0,-0.0,0.0,-26.93,-4.71,0.0,0.0,24.61,-3.64,-31.64,20.97,-10.67
412,0.0,0.0,-0.0,-0.0,-0.0,0.0,-28.47,-7.94,0.0,-0.0,28.95,-3.81,-36.41,25.14,-11.26
415,0.0,-0.0,-0.0,-0.0,0.0,0.0,-26.64,-5.43,-0.0,-0.0,23.75,-3.8,-32.07,19.95,-12.12
418,0.0,0.0,0.0,-0.0,-0.0,0.0,-19.98,-0.77,-0.0,0.0,16.27,-2.84,-20.75,13.42,-7.33
421,-0.0,0.0,0.0,0.0,0.0,0.0,-22.1,-6.75,0.0,0.0,23.52,-3.13,-28.85,20.39,-8.46
424,0.0,-0.0,0.0,-0.0,0.0,0.0,-23.12,0.59,0.0,0.0,17.75,-3.23,-22.53,14.53,-8.0
427,0.0,0.0,0.0,-0.0,-0.0,0.0,-25.26,-6.82,-0.0,-0.0,21.88,-3.46,-32.08,18.42,-13.67
430,-0.0,-0.0,0.0,-0.0,0.0,0.0,-26.11,-1.63,0.0,-0.0,19.61,-3.45,-27.74,16.15,-11.59
433,0.0,0.0,-0.0,-0.0,0.0,0.0,-23.82,-14.65,0.0,0.0,28.61,-3.31,-38.47,25.31,-13.17
436,0.0,0.0,0.0,0.0,-0.0,0.0,-24.12,-0.91,0.0,0.0,15.91,-3.15,-25.03,12.76,-12.27
439,0.0,0.0,0.0,0.0,-0.0,0.0,-26.69,2.08,-0.0,-0.0,15.76,-3.83,-24.61,11.93,-12.69
442,0.0,0.0,0.0,-0.0,0.0,0.0,-22.0,4.36,-0.0,0.0,14.28,-3.11,-17.64,11.17,-6.47
445,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.47,1.6,-0.0,-0.0,16.43,-3.39,-22.87,13.04,-9.84
448,0.0,-0.0,0.0,-0.0,-0.0,0.0,-17.43,-3.45,0.0,0.0,16.78,-2.75,-20.89,14.03,-6.86
451,-0.0,0.0,0.0,0.0,0.0,0.0,-22.44,-3.42,-0.0,0.0,18.22,-2.73,-25.86,15.49,-10.37
454,-0.0,-0.0,0.0,0.0,0.0,0.0,-21.46,-7.24,0.0,0.0,20.04,-3.32,-28.7,16.72,-11.98
457,0.0,-0.0,-0.0,0.0,-0.0,0.0,-22.97,-5.07,-0.0,0.0,20.69,-3.16,-28.04,17.53,-10.51
460,0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.84,11.22,0.0,-0.0,7.23,-2.65,-9.62,4.58,-5.04
463,-0.0,0.0,-0.0,-0.0,0.0,0.0,-23.3,-4.03,0.0,-0.0,21.72,-3.33,-27.34,18.39,-8.94
466,-0.0,0.0,-0.0,-0.0,0.0,0.0,-23.92,-4.28,0.0,-0.0,23.28,-3.42,-28.21,19.86,-8.34
469,-0.0,-0.0,0.0,-0.0,0.0,0.0,-18.49,-6.24,0.0,0.0,19.98,-2.99,-24.74,16.99,-7.75
472,-0.0,-0.0,0.0,-0.0,0.0,0.0,-22.66,7.64,-0.0,0.0,11.94,-2.86,-15.01,9.09,-5.93
475,0.0,0.0,-0.0,0.0,-0.0,0.0,-25.43,-4.11,0.0,0.0,20.33,-3.35,-29.54,16.98,-12.56
478,0.0,-0.0,-0.0,0.0,0.0,0.0,-19.25,-20.04,-0.0,0.0,29.5,-2.91,-39.29,26.59,-12.7
481,0.0,0.0,-0.0,0.0,0.0,0.0,-28.77,-3.33,0.0,-0.0,22.67,-3.88,-32.1,18.79,-13.31
484,0.0,-0.0,-0.0,0.0,0.0,0.0,-26.09,-1.33,0.0,-0.0,18.98,-3.41,-27.42,15.57,-11.85
487,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-19.47,4.43,-0.0,0.0,15.48,-3.18,-15.04,12.3,-2.74
490,-0.0,-0.0,0.0,0.0,-0.0,0.0,-26.45,1.76,-0.0,0.0,14.04,-3.82,-24.69,10.21,-14.48
493,0.0,-0.0,-0.0,0.0,-0.0,0.0,-27.09,-4.2,-0.0,0.0,19.97,-3.63,-31.29,16.35,-14.94
496,0.0,0.0,-0.0,0.0,0.0,0.0,-19.37,4.15,0.0,0.0,9.53,-2.93,-15.22,6.6,-8.62
499,0.0,-0.0,0.0,-0.0,0.0,0.0,-24.21,1.58,-0.0,0.0,14.3,-3.28,-22.63,11.02,-11.61
502,0.0,-0.0,0.0,0.0,-0.0,0.0,-23.18,-4.98,0.0,-0.0,19.08,-3.19,-28.15,15.89,-12.26
505,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-22.26,1.36,-0.0,0.0,13.59,-3.08,-20.9,10.51,-10.39
508,-0.0,0.0,0.0,-0.0,0.0,0.0,-19.78,-1.72,-0.0,0.0,15.29,-2.77,-21.5,12.52,-8.98
511,0.0,0.0,0.0,0.0,0.0,0.0,-24.56,-3.7,-0.0,0.0,20.24,-3.32,-28.26,16.93,-11.33
514,-0.0,-0.0,0.0,0.0,-0.0,0.0,-24.82,-0.52,-0.0,-0.0,18.28,-3.36,-25.33,14.92,-10.41
517,0.0,0.0,-0.0,-0.0,0.0,0.0,-21.37,-9.4,-0.0,0.0,22.84,-3.07,-30.78,19.77,-11.01
520,-0.0,0.0,0.0,-0.0,-0.0,0.0,-25.39,-11.0,-0.0,0.0,29.18,-3.46,-36.39,25.72,-10.67
523,-0.0,-0.0,-0.0,0.0,0.0,0.0,-24.84,-1.77,-0.0,0.0,19.62,-3.17,-26.61,16.45,-10.16
526,0.0,0.0,0.0,-0.0,-0.0,0.0,-23.56,-0.08,-0.0,-0.0,18.1,-3.36,-23.64,14.74,-8.9
529,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-18.83,-1.55,0.0,-0.0,14.43,-2.84,-20.37,11.58,-8.79
532,0.0,0.0,0.0,-0.0,-0.0,0.0,-20.35,-6.43,0.0,-0.0,19.65,-2.85,-26.78,16.8,-9.98
535,-0.0,-0.0,0.0,-0.0,0.0,0.0,-22.57,3.79,-0.0,-0.0,12.26,-2.82,-18.78,9.45,-9.33
538,0.0,0.0,-0.0,-0.0,0.0,0.0,-26.3,-2.87,0.0,-0.0,23.23,-3.52,-29.17,19.72,-9.45
541,-0.0,-0.0,-0.0,0.0,0.0,0.0,-21.31,-3.44,0.0,0.0,20.48,-3.07,-24.75,17.42,-7.34
544,-0.0,0.0,0.0,-0.0,-0.0,0.0,-25.04,-3.67,-0.0,0.0,19.73,-3.39,-28.72,16.33,-12.38
547,0.0,-0.0,0.0,-0.0,-0.0,0.0,-23.58,2.22,0.0,0.0,16.01,-3.42,-21.36,12.59,-8.77
550,0.0,0.0,0.0,-0.0,-0.0,0.0,-21.54,-4.63,-0.0,0.0,22.6,-3.4,-26.18,19.2,-6.97
553,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.39,-8.99,0.0,0.0,25.01,-3.42,-33.38,21.6,-11.78
556,-0.0,0.0,0.0,0.0,-0.0,0.0,-23.41,-9.27,-0.0,0.0,25.54,-3.6,-32.68,21.94,-10.74
559,0.0,-0.0,0.0,-0.0,-0.0,0.0,-21.19,-1.43,0.0,0.0,19.31,-2.59,-22.61,16.72,-5.89
562,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-23.36,-4.12,-0.0,0.0,21.99,-3.12,-27.49,18.87,-8.62
565,0.0,0.0,0.0,0.0,-0.0,0.0,-24.79,-4.55,0.0,-0.0,19.49,-3.4,-29.34,16.09,-13.26
568,0.0,-0.0,0.0,-0.0,-0.0,0.0,-23.72,-12.8,-0.0,0.0,26.22,-3.58,-36.52,22.64,-13.88
571,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-15.72,-2.81,0.0,-0.0,15.29,-2.37,-18.53,12.92,-5.61
574,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-23.7,-0.31,-0.0,-0.0,16.76,-3.5,-24.01,13.26,-10.75
577,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-19.34,0.0,-0.0,-0.0,12.2,-2.68,-19.34,9.52,-9.82
580,0.0,0.0,-0.0,-0.0,0.0,0.0,-26.64,-0.66,-0.0,0.0,21.97,-3.62,-27.3,18.36,-8.94
583,0.0,-0.0,0.0,-0.0,0.0,0.0,-25.45,-2.21,0.0,-0.0,22.65,-3.97,-27.66,18.68,-8.98
586,0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.68,-2.5,0.0,-0.0,16.84,-3.11,-23.18,13.73,-9.45
589,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-22.25,-3.93,0.0,0.0,18.27,-3.14,-26.19,15.13,-11.05
592,-0.0,-0.0,0.0,0.0,0.0,0.0,-23.11,-10.9,0.0,-0.0,27.74,-3.56,-34.01,24.17,-9.84
595,-0.0,0.0,-0.0,-0.0,0.0,0.0,-19.94,-3.65,0.0,-0.0,18.67,-2.68,-23.6,15.99,-7.6
598,0.0,0.0,-0.0,-0.0,0.0,0.0,-22.33,-0.35,-0.0,-0.0,17.77,-3.13,-22.68,14.64,-8.03
601,0.0,0.0,0.0,-0.0,0.0,0.0,-23.51,-5.96,-0.0,0.0,21.69,-3.14,-29.47,18.54,-10.93
604,-0.0,-0.0,0.0,0.0,-0.0,0.0,-22.63,-5.69,-0.0,-0.0,21.96,-3.22,-28.32,18.73,-9.59
607,0.0,0.0,-0.0,-0.0,0.0,0.0,-21.9,-4.51,-0.0,0.0,20.36,-3.35,-26.4,17.01,-9.39
610,0.0,-0.0,0.0,-0.0,-0.0,0.0,-19.78,-1.37,-0.0,-0.0,17.71,-2.84,-21.15,14.87,-6.28
613,-0.0,0.0,-0.0,-0.0,0.0,0.0,-22.65,-2.88,0.0,-0.0,18.95,-3.05,-25.54,15.9,-9.64
616,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-21.97,-3.11,-0.0,0.0,19.54,-3.03,-25.09,16.51,-8.58
619,0.0,0.0,0.0,0.0,0.0,0.0,-22.65,-6.04,0.0,-0.0,21.49,-3.03,-28.69,18.45,-10.24
622,0.0,0.0,0.0,-0.0,0.0,0.0,-26.25,-2.39,0.0,0.0,21.3,-3.62,-28.64,17.69,-10.95
625,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-23.01,-5.77,-0.0,0.0,19.61,-3.02,-28.77,16.58,-12.19
628,-0.0,0.0,0.0,0.0,0.0,0.0,-25.4,-4.76,0.0,0.0,20.52,-3.39,-30.17,17.13,-13.04
631,0.0,0.0,0.0,0.0,0.0,0.0,-25.85,-5.5,0.0,0.0,26.09,-3.75,-31.35,22.34,-9.01
634,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-23.7,-3.52,0.0,0.0,23.46,-3.34,-27.22,20.12,-7.1
637,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-21.54,-9.39,-0.0,0.0,24.45,-2.84,-30.93,21.61,-9.32
640,0.0,0.0,-0.0,-0.0,-0.0,0.0,-23.35,-9.05,0.0,0.0,24.8,-3.19,-32.4,21.61,-10.8
643,0.0,0.0,0.0,0.0,0.0,0.0,-23.84,-5.38,0.0,-0.0,23.23,-3.23,-29.22,19.99,-9.23
646,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-26.67,1.21,-0.0,-0.0,20.05,-3.99,-25.46,16.06,-9.39
649,-0.0,0.0,-0.0,0.0,-0.0,0.0,-22.08,-4.88,0.0,-0.0,20.79,-3.0,-26.96,17.79,-9.17
652,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-24.96,-3.37,0.0,0.0,22.28,-3.71,-28.32,18.57,-9.75
655,0.0,-0.0,0.0,0.0,0.0,0.0,-21.16,1.13,-0.0,0.0,16.46,-3.04,-20.03,13.42,-6.61
658,-0.0,0.0,0.0,0.0,-0.0,0.0,-26.13,-2.27,-0.0,0.0,24.07,-4.2,-28.39,19.86,-8.53
661,-0.0,0.0,0.0,0.0,0.0,0.0,-23.22,-3.81,-0.0,-0.0,19.53,-3.4,-27.03,16.13,-10.9
664,-0.0,0.0,-0.0,0.0,-0.0,0.0,-18.74,-4.42,0.0,0.0,17.25,-2.88,-23.15,14.38,-8.78
667,0.0,-0.0,0.0,-0.0,0.0,0.0,-18.53,0.54,0.0,0.0,12.54,-2.93,-17.99,9.61,-8.38
670,-0.0,0.0,-0.0,0.0,-0.0,0.0,-23.3,-5.19,0.0,0.0,19.92,-3.44,-28.49,16.48,-12.01
673,-0.0,-0.0,0.0,-0.0,0.0,0.0,-24.55,1.04,-0.0,-0.0,14.98,-3.19,-23.51,11.79,-11.72
676,0.0,-0.0,0.0,-0.0,0.0,0.0,-26.0,-7.59,0.0,0.0,26.61,-3.68,-33.59,22.93,-10.66
679,-0.0,0.0,-0.0,0.0,0.0,0.0,-20.07,-1.01,-0.0,-0.0,16.06,-2.8,-21.08,13.26,-7.82
682,-0.0,-0.0,0.0,0.0,-0.0,0.0,-23.83,-6.98,0.0,0.0,24.93,-3.27,-30.81,21.65,-9.16
685,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-26.14,-5.66,0.0,0.0,25.52,-4.07,-31.8,21.45,-10.35
688,0.0,-0.0,-0.0,0.0,-0.0,0.0,-22.58,-3.8,0.0,-0.0,20.72,-3.23,-26.38,17.49,-8.89
691,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-19.92,-5.16,0.0,0.0,19.76,-3.07,-25.07,16.69,-8.38
694,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-22.91,-12.33,0.0,0.0,28.66,-3.37,-35.24,25.29,-9.95
697,0.0,0.0,0.0,0.0,0.0,0.0,-23.62,-4.5,-0.0,0.0,20.86,-3.32,-28.11,17.54,-10.57
700,-0.0,-0.0,0.0,0.0,-0.0,0.0,-18.56,0.39,-0.0,0.0,15.06,-3.14,-18.17,11.92,-6.25
703,0.0,0.0,-0.0,-0.0,-0.0,0.0,-24.17,0.85,0.0,-0.0,15.96,-3.47,-23.32,12.49,-10.83
706,0.0,-0.0,0.0,0.0,0.0,0.0,-18.22,-0.24,-0.0,-0.0,13.42,-2.89,-18.45,10.53,-7.93
709,-0.0,-0.0,0.0,0.0,0.0,0.0,-27.83,-10.04,0.0,0.0,30.92,-3.83,-37.87,27.1,-10.77
712,0.0,0.0,0.0,-0.0,0.0,0.0,-23.85,4.6,0.0,-0.0,13.94,-3.14,-19.24,10.8,-8.44
715,0.0,0.0,-0.0,-0.0,-0.0,0.0,-24.95,-12.22,-0.0,-0.0,27.55,-3.33,-37.17,24.22,-12.95
718,0.0,0.0,-0.0,0.0,-0.0,0.0,-23.65,-1.68,0.0,0.0,18.1,-3.01,-25.33,15.09,-10.24
721,0.0,0.0,0.0,-0.0,-0.0,0.0,-23.23,-4.35,-0.0,-0.0,20.78,-3.28,-27.57,17.5,-10.08
724,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-24.31,-2.75,-0.0,0.0,19.72,-3.07,-27.06,16.65,-10.41
727,0.0,0.0,-0.0,0.0,0.0,0.0,-25.07,5.83,0.0,-0.0,13.7,-3.63,-19.24,10.07,-9.17
730,0.0,0.0,-0.0,-0.0,-0.0,0.0,-25.44,-4.02,-0.0,-0.0,19.03,-3.42,-29.46,15.61,-13.85
733,-0.0,0.0,0.0,0.0,-0.0,0.0,-24.76,4.19,0.0,0.0,13.33,-3.6,-20.57,9.73,-10.84
736,0.0,0.0,0.0,-0.0,-0.0,0.0,-22.86,5.95,-0.0,-0.0,12.48,-3.07,-16.91,9.41,-7.49
739,-0.0,-0.0,0.0,-0.0,0.0,0.0,-24.03,2.26,-0.0,-0.0,16.33,-3.35,-21.77,12.98,-8.79
742,0.0,0.0,0.0,-0.0,-0.0,0.0,-21.54,-1.1,-0.0,-0.0,17.3,-3.09,-22.64,14.21,-8.43
745,0.0,0.0,-0.0,0.0,-0.0,0.0,-22.91,-5.14,-0.0,0.0,19.66,-3.13,-28.05,16.53,-11.52
748,-0.0,-0.0,0.0,-0.0,0.0,0.0,-20.55,-1.36,0.0,-0.0,20.4,-3.62,-21.91,16.78,-5.13
751,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-22.33,-5.1,-0.0,-0.0,18.22,-3.21,-27.42,15.0,-12.42
754,0.0,0.0,0.0,-0.0,-0.0,0.0,-20.91,-0.01,0.0,0.0,15.96,-2.81,-20.92,13.14,-7.78
757,-0.0,0.0,-0.0,-0.0,0.0,0.0,-22.88,4.8,0.0,0.0,12.72,-3.17,-18.07,9.55,-8.52
760,0.0,0.0,-0.0,-0.0,-0.0,0.0,-22.32,-1.48,0.0,0.0,14.88,-3.08,-23.8,11.79,-12.01
763,0.0,0.0,0.0,0.0,-0.0,0.0,-18.98,-14.0,-0.0,-0.0,25.35,-2.91,-32.98,22.45,-10.53
766,0.0,-0.0,-0.0,-0.0,0.0,0.0,-14.53,-17.55,0.0,-0.0,24.47,-2.35,-32.08,22.12,-9.96
769,0.0,0.0,-0.0,-0.0,-0.0,0.0,-23.25,-9.72,0.0,-0.0,24.99,-3.26,-32.97,21.73,-11.24
772,0.0,0.0,0.0,-0.0,-0.0,0.0,-22.61,-9.3,0.0,0.0,25.87,-3.12,-31.91,22.75,-9.16
775,0.0,0.0,0.0,0.0,0.0,0.0,-19.89,-12.07,-0.0,0.0,25.77,-2.7,-31.96,23.07,-8.89
778,0.0,0.0,-0.0,-0.0,-0.0,0.0,-23.39,-2.47,0.0,-0.0,21.31,-3.16,-25.86,18.15,-7.71
781,-0.0,0.0,-0.0,0.0,-0.0,0.0,-24.06,-8.55,0.0,0.0,25.49,-3.42,-32.61,22.07,-10.54
784,-0.0,0.0,0.0,0.0,-0.0,0.0,-24.01,-5.86,0.0,0.0,22.22,-3.61,-29.87,18.61,-11.26
787,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-12.44,-7.69,0.0,-0.0,16.9,-1.57,-20.12,15.33,-4.79
790,0.0,0.0,-0.0,-0.0,-0.0,0.0,-12.61,-12.11,0.0,0.0,21.25,-1.72,-24.72,19.52,-5.2
793,-0.0,0.0,0.0,0.0,-0.0,0.0,-18.56,-7.6,0.0,-0.0,17.54,-2.26,-26.16,15.28,-10.87
796,0.0,-0.0,0.0,0.0,0.0,0.0,-17.43,-7.06,0.0,-0.0,19.67,-2.21,-24.49,17.46,-7.03
799,0.0,0.0,0.0,0.0,-0.0,0.0,-16.98,-7.44,0.0,0.0,18.37,-2.19,-24.43,16.17,-8.25
802,-0.0,-0.0,-0.0,0.0,0.0,0.0,-13.75,-0.68,-0.0,-0.0,11.27,-1.95,-14.43,9.32,-5.11
805,0.0,-0.0,0.0,0.0,-0.0,0.0,-20.22,-12.12,0.0,0.0,26.11,-2.75,-32.34,23.35,-8.99
808,-0.0,0.0,-0.0,-0.0,0.0,0.0,-19.11,-21.2,0.0,0.0,30.18,-3.02,-40.3,27.16,-13.15
811,0.0,-0.0,0.0,0.0,-0.0,0.0,-12.32,-7.99,0.0,-0.0,22.58,-2.7,-20.3,19.89,-0.42
814,0.0,0.0,-0.0,-0.0,-0.0,0.0,-23.88,-12.9,-0.0,0.0,24.83,-3.18,-36.78,21.65,-15.13
817,0.0,0.0,0.0,-0.0,-0.0,0.0,-27.73,-13.97,0.0,-0.0,27.45,-3.26,-41.7,24.19,-17.52
820,0.0,0.0,0.0,-0.0,-0.0,0.0,-29.1,-10.3,-0.0,-0.0,26.13,-3.78,-39.4,22.35,-17.05
823,-0.0,0.0,0.0,-0.0,-0.0,0.0,-24.71,-15.68,0.0,0.0,29.69,-3.43,-40.4,26.26,-14.14
826,-0.0,-0.0,-0.0,0.0,0.0,0.0,-24.18,-15.53,0.0,-0.0,32.11,-3.54,-39.71,28.57,-11.14
829,-0.0,0.0,0.0,-0.0,-0.0,0.0,-25.3,-9.75,0.0,0.0,24.89,-3.38,-35.05,21.51,-13.53
832,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-30.25,-11.14,-0.0,0.0,28.25,-3.76,-41.39,24.49,-16.91
835,-0.0,-0.0,0.0,-0.0,0.0,0.0,-26.5,-12.69,-0.0,-0.0,25.78,-3.69,-39.19,22.09,-17.1
838,0.0,-0.0,-0.0,0.0,-0.0,0.0,-23.57,-7.45,-0.0,-0.0,21.01,-2.99,-31.02,18.02,-13.01
841,-0.0,-0.0,-0.0,0.0,0.0,0.0,-25.25,-8.78,-0.0,-0.0,23.91,-3.35,-34.03,20.56,-13.48
844,0.0,-0.0,0.0,0.0,0.0,0.0,-28.34,-11.15,0.0,0.0,25.72,-3.8,-39.49,21.92,-17.57
847,0.0,0.0,-0.0,0.0,0.0,0.0,-25.44,-8.11,0.0,-0.0,24.24,-3.28,-33.55,20.96,-12.59
850,0.0,-0.0,-0.0,0.0,-0.0,0.0,-26.43,-11.94,-0.0,0.0,28.7,-3.51,-38.37,25.19,-13.17
853,-0.0,0.0,0.0,-0.0,-0.0,0.0,-27.39,-26.36,0.0,0.0,40.88,-3.9,-53.75,36.98,-16.77
856,-0.0,0.0,0.0,0.0,-0.0,0.0,-16.33,-9.08,0.0,-0.0,20.53,-2.34,-25.41,18.19,-7.22
859,-0.0,0.0,0.0,-0.0,0.0,0.0,-18.42,-16.41,-0.0,-0.0,28.58,-3.28,-34.83,25.3,-9.53
862,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.44,-13.28,0.0,0.0,25.13,-2.92,-35.72,22.21,-13.51
865,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.4,-1.6,0.0,-0.0,16.0,-2.5,-22.0,13.5,-8.5
868,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-19.69,1.5,0.0,0.0,12.28,-2.54,-18.19,9.73,-8.46
871,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-20.22,-2.81,0.0,-0.0,17.25,-2.91,-23.03,14.34,-8.69
874,-0.0,0.0,-0.0,-0.0,0.0,0.0,-19.78,-7.79,0.0,0.0,18.4,-2.96,-27.57,15.44,-12.13
877,-0.0,-0.0,-0.0,0.0,0.0,0.0,-27.84,-6.63,-0.0,0.0,21.8,-3.84,-34.47,17.96,-16.51
880,0.0,-0.0,-0.0,0.0,-0.0,0.0,-23.44,-13.48,-0.0,0.0,27.77,-3.64,-36.91,24.14,-12.78
883,0.0,0.0,-0.0,0.0,-0.0,0.0,-21.59,-3.91,-0.0,-0.0,15.58,-2.98,-25.5,12.6,-12.9
886,0.0,-0.0,0.0,0.0,-0.0,0.0,-18.66,-2.25,-0.0,-0.0,13.44,-2.79,-20.91,10.65,-10.26
889,0.0,0.0,0.0,0.0,0.0,0.0,-22.6,3.16,-0.0,-0.0,9.8,-3.15,-19.44,6.65,-12.79
892,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-22.29,0.03,0.0,-0.0,15.16,-3.22,-22.26,11.94,-10.32
895,0.0,0.0,0.0,0.0,0.0,0.0,-22.87,-8.99,0.0,-0.0,22.68,-3.06,-31.86,19.62,-12.24
898,0.0,0.0,-0.0,-0.0,-0.0,0.0,-24.56,-8.88,-0.0,-0.0,23.58,-3.62,-33.45,19.96,-13.49
901,0.0,-0.0,0.0,0.0,-0.0,0.0,-22.74,-2.13,-0.0,0.0,16.6,-3.29,-24.87,13.31,-11.55
904,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-23.51,-6.42,-0.0,-0.0,21.29,-3.2,-29.93,18.09,-11.84
907,-0.0,0.0,0.0,-0.0,0.0,0.0,-18.55,-1.25,-0.0,-0.0,13.29,-2.73,-19.8,10.56,-9.24
910,-0.0,0.0,-0.0,0.0,-0.0,0.0,-21.48,-2.37,-0.0,0.0,18.5,-3.55,-23.85,14.95,-8.91
913,-0.0,-0.0,-0.0,0.0,0.0,0.0,-17.96,-4.37,0.0,-0.0,15.99,-2.63,-22.33,13.35,-8.97
916,0.0,0.0,0.0,0.0,-0.0,0.0,-24.65,-8.72,-0.0,-0.0,22.2,-3.43,-33.36,18.77,-14.59
919,0.0,0.0,0.0,0.0,0.0,0.0,-21.27,-2.81,-0.0,-0.0,14.66,-2.9,-24.09,11.76,-12.33
922,-0.0,-0.0,0.0,-0.0,0.0,0.0,-22.64,5.82,0.0,0.0,9.16,-3.33,-16.82,5.83,-10.99
925,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-18.18,-7.21,-0.0,-0.0,21.42,-3.24,-25.4,18.18,-7.21
928,-0.0,-0.0,-0.0,0.0,0.0,0.0,-22.52,-10.28,-0.0,0.0,24.11,-3.47,-32.81,20.64,-12.17
931,0.0,-0.0,0.0,-0.0,0.0,0.0,-27.08,0.6,-0.0,0.0,17.55,-3.97,-26.48,13.58,-12.9
934,-0.0,0.0,0.0,-0.0,-0.0,0.0,-25.26,-11.16,-0.0,0.0,22.08,-4.02,-36.42,18.06,-18.37
937,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-23.75,-3.66,-0.0,0.0,18.45,-3.4,-27.42,15.06,-12.36
940,-0.0,-0.0,0.0,0.0,-0.0,0.0,-26.94,-8.27,-0.0,0.0,23.04,-3.79,-35.22,19.25,-15.96
943,0.0,0.0,-0.0,0.0,0.0,0.0,-24.25,-5.07,0.0,-0.0,20.02,-3.28,-29.31,16.74,-12.57
