,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,687.9329041916168,1513.4413473053894,2046.01,187.61056886227541,103.42616766467064,-109.82446107784432,-1324.740239520958,-11503.20871257485,724.2520958083832,7729.020179640719,-2088.3960778443115,55.237035928143705,0.0,53.91952095808383,-2033.1589520958087,-1979.2392814371258
