,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,684.7980538922155,1510.2464071856289,2030.4689820359285,186.01,104.05715568862277,-102.92859281437126,-1303.5593113772456,-11513.805538922155,713.0915568862276,7811.524011976048,-2110.380119760479,57.23245508982037,0.0,119.90278443113772,-2053.147754491018,-1933.2447604790418
