,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,690.7875449101798,1517.7703293413174,2037.131137724551,186.84730538922156,103.47691616766467,-100.43332335329342,-1319.7837125748504,-11260.679251497006,727.9725149700599,7423.568173652693,-2176.0599401197605,56.359820359281436,0.0,6.657155688622754,-2119.700239520958,-2113.043113772455
