,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,694.912365269461,1529.419640718563,2032.440239520958,189.09625748502992,101.16386227544909,-93.70664670658682,-1287.1486826347307,-10679.02011976048,744.7911676646706,7217.8133832335325,-2497.5959580838326,59.47823353293412,0.0,449.76140718562874,-2438.1181137724548,-1988.356616766467
