,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
0,684.2480838323353,1506.8499401197605,2036.0276646706586,186.5348502994012,102.96116766467065,-101.24991017964072,-1306.1347305389222,-11505.973053892216,726.8986526946109,7816.2728143712575,-2080.0011976047904,82.16904191616766,146.43517964071853,-1997.8321856287423,-1851.3973053892219
