,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,687.7723353293413,1520.0460778443112,2040.176377245509,186.65215568862274,103.0334730538922,-108.3661377245509,-1316.8333233532937,-11504.137245508982,725.443383233533,7912.568023952095,-2182.234730538922,56.49266467065869,0.0,246.35535928143713,-2125.7422455089823,-1879.3866167664671
