,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,691.6025748502994,1519.5255988023953,2034.7043413173653,187.318622754491,102.92826347305389,-103.3666467065868,-1315.2662874251498,-11280.953772455088,727.4663772455091,7436.8476347305395,-2167.3660479041914,56.42520958083833,0.0,0.8076047904191617,-2110.941137724551,-2110.13374251497
