,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,689.5506886227545,1518.5200299401197,2049.4279341317365,185.56859281437127,103.3735628742515,-113.97892215568862,-1312.6544910179641,-11533.768023952094,737.5753293413173,7857.376736526946,-2075.092574850299,57.33476047904191,0.0,180.99089820359282,-2017.7580838323352,-1836.7675748502993
