,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,683.9131137724551,1515.5139520958082,2038.6867065868264,187.81502994011976,103.82664670658683,-103.9026646706587,-1311.582754491018,-11495.783143712575,725.079760479042,7861.456886227544,-2185.9644311377247,57.39233532934132,0.0,205.02335329341318,-2128.571886227545,-1923.548622754491
