,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
0,684.4839221556887,1517.980748502994,2035.8945508982038,186.08631736526948,103.60871257485029,-108.68937125748504,-1304.6838023952096,-11415.435748502994,723.1976946107785,7805.400449101797,-2089.5823353293413,56.67958083832335,0.0,227.84359281437125,-2032.9032335329339,-1805.059730538922
