POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
874,710.85,1481.4,2061.33,186.28,100.11,-121.31,-1318.41,-11444.23,695.75,7714.28,-2132.25,56.34,0.0,66.05,-2075.91,-2009.86
877,624.63,1546.68,2072.77,186.83,104.1,-102.85,-1333.96,-11477.15,738.42,7759.28,-2120.66,56.44,0.0,118.75,-2064.22,-1945.46
880,667.84,1513.33,2047.44,191.2,100.91,-115.0,-1331.17,-11383.95,711.05,7718.4,-2158.18,55.56,0.0,120.06,-2102.62,-1982.56
883,691.52,1462.44,2047.05,176.11,101.22,-108.42,-1331.58,-11424.56,730.82,7722.92,-2085.22,55.07,0.0,67.53,-2030.16,-1962.62
886,685.5,1494.23,2052.4,186.89,97.14,-106.05,-1335.99,-11466.07,734.58,7679.89,-2088.21,55.79,0.0,22.51,-2032.42,-2009.91
889,686.27,1485.92,2063.01,182.08,103.1,-119.45,-1337.78,-11422.56,737.99,7638.99,-2065.98,54.53,0.0,17.57,-2011.45,-1993.87
892,724.8,1497.53,2078.13,186.18,112.76,-129.79,-1310.48,-11368.55,714.9,7671.48,-2142.93,56.61,0.0,176.97,-2086.32,-1909.34
895,708.3,1487.53,2038.32,187.84,108.73,-103.87,-1329.46,-11358.59,719.82,7700.79,-2131.61,56.12,0.0,159.41,-2075.49,-1916.08
898,688.29,1525.23,2034.11,186.6,113.6,-100.65,-1340.07,-11414.79,724.89,7718.99,-2143.14,56.36,0.0,136.22,-2086.78,-1950.56
901,681.31,1545.96,2042.87,192.22,113.77,-116.54,-1332.81,-11411.06,708.81,7739.57,-2133.14,55.94,0.0,164.1,-2077.2,-1913.1
904,724.56,1448.68,2074.48,200.12,110.78,-120.88,-1301.62,-11314.18,709.12,7745.15,-2269.31,57.24,0.0,276.21,-2212.07,-1935.86
907,678.27,1511.16,2043.54,188.88,118.99,-111.47,-1299.89,-11423.16,719.97,7792.09,-2191.8,56.6,0.0,218.39,-2135.2,-1916.81
910,717.46,1523.99,2019.67,196.18,101.3,-117.62,-1329.11,-11322.81,731.94,7798.15,-2285.17,56.21,0.0,319.14,-2228.96,-1909.82
913,656.8,1481.34,2043.3,180.03,101.44,-105.79,-1318.34,-11435.99,721.25,7739.6,-2151.48,56.18,0.0,63.66,-2095.3,-2031.65
916,721.86,1528.33,2070.55,195.39,111.24,-117.69,-1350.31,-11445.98,712.69,7760.43,-2149.65,55.6,0.0,186.51,-2094.05,-1907.54
919,662.07,1512.73,2044.98,175.95,101.09,-116.0,-1338.64,-11375.02,710.19,7678.59,-2132.5,55.62,0.0,55.94,-2076.88,-2020.94
922,691.51,1504.34,2046.89,178.67,108.87,-111.8,-1338.99,-11339.91,715.56,7660.74,-2193.2,55.92,0.0,115.88,-2137.28,-2021.4
925,678.14,1540.11,2043.55,193.9,110.23,-111.21,-1314.74,-11348.34,725.66,7740.0,-2249.35,56.1,0.0,257.3,-2193.25,-1935.95
928,701.61,1481.91,2054.6,191.92,103.69,-115.2,-1349.92,-11397.93,725.03,7771.38,-2221.3,55.19,0.0,167.1,-2166.12,-1999.01
931,644.07,1512.16,2031.64,191.24,92.79,-107.61,-1318.69,-11529.52,732.03,7826.92,-2100.41,55.08,0.0,75.03,-2045.33,-1970.3
934,680.46,1540.68,2048.38,189.05,101.84,-114.3,-1321.45,-11476.07,700.97,7743.11,-2103.13,56.13,0.0,92.66,-2047.0,-1954.35
937,746.04,1501.5,2052.53,194.04,98.35,-108.0,-1348.36,-11469.84,699.06,7732.32,-2079.23,55.28,0.0,97.64,-2023.95,-1926.31
940,681.26,1515.97,2047.98,190.02,105.34,-118.57,-1331.39,-11516.18,694.14,7717.03,-2052.03,55.17,0.0,-14.4,-1996.86,-2011.26
943,690.55,1462.37,2039.38,176.34,107.58,-113.02,-1337.45,-11519.12,727.18,7780.83,-2078.66,56.13,0.0,14.64,-2022.53,-2007.89
946,674.97,1477.37,2072.27,198.67,116.09,-123.27,-1329.96,-11514.37,727.59,7713.4,-2048.83,55.39,0.0,12.76,-1993.43,-1980.67
949,688.7,1477.01,2038.03,183.45,103.33,-114.48,-1337.72,-11497.96,715.49,7746.22,-2057.81,54.9,0.0,2.07,-2002.91,-2000.84
952,679.07,1475.68,2043.42,197.03,104.55,-113.88,-1317.47,-11563.15,729.5,7749.24,-2044.11,55.36,0.0,-16.03,-1988.75,-2004.78
955,666.01,1529.77,2050.33,186.01,110.5,-124.44,-1309.88,-11562.74,728.59,7745.64,-2046.34,57.2,0.0,19.77,-1989.15,-1969.38
958,711.03,1530.94,2049.72,184.75,108.32,-114.34,-1351.82,-11526.61,721.76,7733.83,-2016.62,55.43,0.0,47.6,-1961.19,-1913.6
