GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
325,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.05,0.0,0.0,-0.05,0.0,0.05,-0.05,-0.0
328,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.07,-0.0,0.0,-0.07,-0.0,0.07,-0.07,-0.0
331,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.05,-0.0,0.0,-0.05,0.0,0.05,-0.05,-0.0
334,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.09,0.0,0.0,-0.09,-0.0,0.09,-0.09,-0.0
337,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
340,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.11,0.0,-0.0,-0.11,0.0,0.11,-0.11,-0.0
343,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.05,0.0,-0.0,0.05,0.0,-0.05,0.05,-0.0
346,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.08,0.0,0.0,0.08,0.0,-0.08,0.08,-0.0
349,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,-0.0,0.02,0.0,-0.02,0.02,-0.0
352,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.06,0.0,-0.0,0.06,0.0,-0.06,0.06,-0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.0,0.0,0.01,-0.0,-0.01,0.01,-0.0
358,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
361,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,0.0
364,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,-0.0,-0.04,-0.0,0.04,-0.04,-0.0
367,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,0.0
370,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,-0.0,0.02,-0.02,0.0
373,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,-0.0,-0.03,0.03,-0.0
376,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
379,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,-0.0
382,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.01,-0.0,0.0,0.01,-0.0,-0.01,0.01,-0.0
385,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
388,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
391,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.03,-0.0,-0.0,-0.02,0.0,0.02,-0.02,-0.0
394,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.06,-0.0,0.0,0.06,0.0,-0.06,0.06,-0.0
397,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.07,0.0,0.0,-0.07,-0.0,0.07,-0.07,-0.0
400,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
403,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.02,-0.0,0.0,-0.02,0.0,0.02,-0.02,-0.0
406,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
409,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
412,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1,0.0,0.0,0.1,0.0,-0.1,0.1,0.0
415,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.05,0.0,-0.0,-0.05,0.0,0.05,-0.05,-0.0
418,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.04,0.0,0.0,0.04,-0.0,-0.04,0.04,-0.0
421,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,-0.0,-0.02,0.02,-0.0
424,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.07,-0.0,0.0,-0.07,-0.0,0.07,-0.07,-0.0
427,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.03,-0.0,0.0,0.03,-0.0,-0.03,0.03,-0.0
430,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,-0.0
433,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.04,0.0,-0.0,-0.04,0.0,0.04,-0.04,-0.0
436,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.04,0.0,0.0,-0.04,0.0,0.04,-0.04,-0.0
439,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.03,0.0,0.0,-0.03,0.0,0.03,-0.03,-0.0
442,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.08,0.0,-0.0,0.08,-0.0,-0.08,0.08,-0.0
445,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.02,-0.0,-0.0,0.02,-0.0,-0.02,0.02,-0.0
448,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.13,-0.0,0.0,0.13,-0.0,-0.13,0.13,-0.0
451,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,0.0,-0.0,0.02,-0.0,-0.02,0.02,-0.0
454,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.04,0.0,-0.0,0.04,-0.0,-0.04,0.04,-0.0
457,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.03,0.0,0.0,-0.03,-0.0,0.03,-0.03,-0.0
460,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
463,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.07,0.0,-0.0,0.07,0.0,-0.07,0.07,-0.0
466,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04,0.0,0.0,-0.04,-0.0,0.04,-0.04,-0.0
469,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.03,-0.0,0.0,0.03,-0.0,-0.03,0.03,-0.0
472,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
475,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.02,-0.0,0.0,-0.02,-0.0,0.02,-0.02,0.0
478,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
481,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.07,0.0,-0.0,-0.07,-0.0,0.07,-0.07,-0.0
484,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.03,0.0,0.0,-0.03,-0.0,0.03,-0.03,-0.0
487,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.07,-0.0,-0.0,-0.07,-0.0,0.07,-0.07,-0.0
490,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,-0.0,-0.02,0.02,0.0
493,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,-0.0,0.02,-0.02,-0.0
496,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
499,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.05,-0.0,-0.0,0.05,0.0,-0.05,0.05,-0.0
502,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.05,0.0,-0.0,0.05,-0.0,-0.05,0.05,-0.0
505,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,-0.0,0.0,0.01,0.0,-0.01,0.01,0.0
508,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.06,0.0,-0.0,-0.06,0.0,0.06,-0.06,-0.0
511,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,-0.0,0.02,0.0,-0.02,0.02,0.0
514,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,0.0
517,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.01,-0.0,0.0,-0.01,-0.0,0.01,-0.01,-0.0
520,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.06,0.0,-0.0,-0.06,0.0,0.06,-0.06,0.0
523,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.02,-0.0,-0.0,-0.02,0.0,0.02,-0.02,0.0
526,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,0.0
529,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
532,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,-0.01,-0.0,0.01,-0.01,0.0
535,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.04,-0.0,0.0,-0.04,-0.0,0.04,-0.04,-0.0
538,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.04,-0.0,0.0,0.04,0.0,-0.04,0.04,-0.0
541,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04,-0.0,-0.0,-0.04,0.0,0.04,-0.04,-0.0
544,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.05,-0.0,-0.0,-0.05,0.0,0.05,-0.05,-0.0
547,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.01,-0.0,0.0,0.01,-0.0,-0.01,0.01,-0.0
550,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,-0.0,0.01,-0.01,-0.0
553,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
556,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,0.0
559,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.04,0.0,-0.0,-0.04,-0.0,0.04,-0.04,-0.0
562,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
565,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.06,-0.0,0.0,-0.06,-0.0,0.06,-0.06,-0.0
568,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,-0.0,-0.01,0.01,-0.0
571,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.01,-0.01,0.0
574,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,-0.0,0.02,0.0,-0.02,0.02,-0.0
577,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
580,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,0.0,-0.0,0.01,0.0,-0.01,0.01,-0.0
583,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.03,-0.0,-0.03,0.03,-0.0
586,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.01,-0.0,0.01,-0.01,0.0
589,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.02,-0.0,-0.0,-0.02,0.0,0.02,-0.02,0.0
592,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
595,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.0,0.02,-0.0,-0.02,0.02,0.0
598,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.06,-0.0,-0.0,-0.06,0.0,0.06,-0.06,-0.0
601,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.02,-0.0,-0.0,-0.02,0.0,0.02,-0.02,-0.0
604,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
607,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,-0.0,-0.01,0.01,0.0
610,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
613,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,-0.0,0.01,-0.01,-0.0
616,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,-0.0,0.01,-0.01,0.0
619,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,0.0
622,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,-0.0,-0.01,0.01,0.0
625,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.02,0.0,-0.0,0.02,-0.0,-0.02,0.02,0.0
628,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
631,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.03,-0.0,-0.0,0.03,-0.0,-0.03,0.03,-0.0
634,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.01,0.0,-0.0,0.01,-0.0,-0.01,0.01,-0.0
637,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
640,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01,-0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
643,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
646,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.01,-0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
649,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,-0.0,-0.03,0.03,0.0
652,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,-0.0,-0.0,0.04,-0.0,-0.04,0.04,0.0
655,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
658,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.02,-0.0,-0.0,-0.02,-0.0,0.02,-0.02,0.0
661,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.02,-0.0,-0.0,0.02,0.0,-0.02,0.02,0.0
664,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
667,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
670,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,0.0
673,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
676,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.02,-0.0,0.0,-0.02,-0.0,0.02,-0.02,0.0
679,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,0.0,-0.0,0.04,0.0,-0.04,0.04,-0.0
682,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.07,0.0,-0.0,0.07,0.0,-0.07,0.07,0.0
685,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.01,-0.0,0.0,0.01,0.0,-0.01,0.01,-0.0
688,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
691,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
694,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.02,0.0,0.02,-0.02,-0.0
697,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.02,-0.0,0.0,-0.02,-0.0,0.02,-0.02,-0.0
700,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.04,-0.0,-0.0,-0.04,0.0,0.04,-0.04,-0.0
703,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,0.0,0.0,0.04,0.0,-0.04,0.04,-0.0
706,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.01,0.0,0.0,0.01,0.0,-0.01,0.01,-0.0
709,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,0.0,0.01,-0.01,0.0
712,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,0.0
715,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.03,-0.0,-0.0,0.03,-0.0,-0.03,0.03,-0.0
718,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.03,-0.0,0.0,0.03,-0.0,-0.03,0.03,0.0
721,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,-0.0,0.02,-0.02,-0.0
724,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
727,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.0,0.02,0.0,-0.02,0.02,-0.0
730,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
733,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,0.0
736,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.05,0.0,-0.0,0.05,-0.0,-0.05,0.05,-0.0
739,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
742,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,0.0,0.02,-0.02,0.0
745,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
748,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,-0.03,-0.0,0.03,-0.03,-0.0
751,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.0,-0.0,0.04,0.0,-0.04,0.04,0.0
754,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.04,-0.0,0.0,0.04,-0.0,-0.04,0.04,-0.0
757,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.04,-0.0,-0.0,0.04,-0.0,-0.04,0.04,0.0
760,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
763,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
766,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.02,0.0,-0.0,0.02,-0.0,-0.02,0.02,0.0
769,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.01,-0.0,0.0,0.01,0.0,-0.01,0.01,-0.0
772,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.03,-0.0,-0.0,0.03,0.0,-0.03,0.03,-0.0
775,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,0.0,0.02,-0.02,0.0
778,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.03,0.0,0.0,-0.03,0.0,0.03,-0.03,0.0
781,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
784,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.03,-0.0,-0.03,0.03,0.0
787,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
790,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.03,0.0,-0.0,0.03,-0.0,-0.03,0.03,-0.0
793,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.02,0.0,0.02,-0.02,0.0
796,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-0.0,-0.0,0.03,-0.0,-0.03,0.03,0.0
799,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
802,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.04,0.0,0.0,-0.04,-0.0,0.04,-0.04,-0.0
805,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.02,-0.0,-0.0,-0.02,0.0,0.02,-0.02,-0.0
808,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
811,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,-0.0,0.0,0.01,0.0,-0.01,0.01,0.0
814,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
817,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
820,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,0.0
823,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,-0.0,0.01,-0.01,-0.0
826,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.03,-0.0,-0.0,0.03,-0.0,-0.03,0.03,0.0
829,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.01,-0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
832,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
835,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02,0.0,-0.0,0.02,-0.0,-0.02,0.02,-0.0
838,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.01,0.0,0.01,-0.01,-0.0
841,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01,0.0,-0.0,0.01,-0.0,-0.01,0.01,0.0
844,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,-0.01,0.0,0.01,-0.01,-0.0
847,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
850,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,-0.0,-0.02,0.02,0.0
853,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
856,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
859,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,-0.0,-0.01,0.01,-0.0
862,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,0.0,-0.02,0.02,0.0
865,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,-0.0,-0.0,0.02,0.0,-0.02,0.02,0.0
868,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.0,-0.01,0.0,0.01,-0.01,0.0
871,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,-0.0,0.0,-0.04,0.0,0.04,-0.04,0.0
874,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,-0.0,-0.02,0.02,-0.0
877,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
880,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
883,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,-0.0
886,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
889,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.02,-0.0,0.0,-0.02,0.0,0.02,-0.02,0.0
892,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
895,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.02,0.0,0.0,-0.02,0.0,0.02,-0.02,0.0
898,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.01,0.0,-0.0,0.01,-0.0,-0.01,0.01,-0.0
901,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.01,0.0,0.0,0.01,-0.0,-0.01,0.01,0.0
904,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
907,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,-0.0
910,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,0.0,0.02,-0.01,0.0
913,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.02,0.0,0.0,-0.02,-0.0,0.02,-0.02,-0.0
916,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.03,0.0,-0.0,-0.03,0.0,0.03,-0.03,-0.0
919,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,0.01,0.0,-0.01,0.01,0.0
922,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,-0.0,-0.0,0.02,0.0,-0.02,0.02,0.0
