POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
631,658.66,1458.82,1990.01,181.95,107.91,-119.41,-1303.81,-11166.98,693.5,7172.93,-2096.89,53.47,0.0,-326.43,-2043.41,-2369.85
634,670.45,1433.18,1983.53,173.97,90.88,-107.56,-1292.91,-11190.96,697.11,7195.28,-2106.82,53.38,0.0,-347.02,-2053.45,-2400.46
637,683.85,1494.99,1984.35,185.24,115.68,-98.33,-1339.12,-11152.61,686.25,7130.8,-2111.87,52.99,0.0,-308.89,-2058.88,-2367.77
640,695.93,1490.9,1980.41,184.26,102.48,-116.38,-1331.15,-11136.39,682.25,7106.72,-2088.89,51.83,0.0,-340.97,-2037.06,-2378.04
643,690.98,1522.48,1965.05,185.88,113.65,-104.91,-1302.56,-11171.48,669.29,7126.12,-2090.88,53.79,0.0,-305.49,-2037.08,-2342.57
646,664.04,1465.25,1962.97,171.24,107.68,-107.16,-1285.04,-11169.61,680.28,7159.31,-2148.85,54.16,0.0,-351.03,-2094.69,-2445.72
649,660.91,1472.71,1975.89,179.47,99.64,-106.39,-1282.42,-11228.76,699.51,7112.23,-2032.94,52.25,0.0,-417.22,-1980.69,-2397.92
652,675.81,1510.13,1986.71,189.7,95.77,-113.43,-1297.46,-11277.99,689.35,7169.15,-1975.85,52.5,0.0,-372.26,-1923.35,-2295.61
655,652.96,1507.24,1995.57,183.32,100.37,-120.48,-1330.59,-11139.81,683.26,7118.99,-2085.47,51.85,0.0,-349.19,-2033.61,-2382.8
658,670.37,1505.73,1939.59,197.66,96.04,-113.42,-1310.72,-11138.47,672.03,7102.16,-2107.26,53.18,0.0,-379.03,-2054.08,-2433.11
661,660.91,1503.74,1995.42,181.17,100.69,-102.06,-1302.62,-11234.69,680.54,7131.9,-2037.49,52.28,0.0,-385.0,-1985.21,-2370.2
664,673.91,1433.03,1953.36,178.34,96.07,-103.63,-1304.44,-11209.22,704.4,7261.6,-2111.62,52.62,0.0,-316.6,-2059.0,-2375.6
667,661.37,1517.27,1976.83,180.9,114.26,-121.95,-1297.63,-11220.49,685.94,7279.56,-2136.55,53.14,0.0,-223.94,-2083.41,-2307.35
670,661.23,1509.37,1967.53,185.68,101.92,-113.43,-1320.93,-11203.01,691.56,7139.26,-2049.57,52.83,0.0,-380.82,-1996.73,-2377.55
673,688.41,1465.11,1961.63,181.35,121.0,-107.74,-1284.21,-11074.28,687.14,7090.07,-2162.83,53.91,0.0,-271.51,-2108.92,-2380.44
676,697.06,1467.03,1996.03,171.81,103.27,-114.09,-1310.62,-11196.73,667.3,7207.96,-2117.37,53.63,0.0,-310.98,-2063.73,-2374.72
679,686.15,1474.74,1979.75,185.16,103.71,-120.79,-1304.68,-11055.87,683.75,7140.14,-2150.15,52.9,0.0,-227.94,-2097.25,-2325.19
682,649.8,1494.77,1990.49,181.06,89.62,-124.43,-1304.06,-11106.48,685.47,7057.59,-2052.36,52.15,0.0,-386.17,-2000.21,-2386.37
685,667.33,1430.61,2003.64,172.27,94.54,-117.69,-1319.37,-11065.73,689.53,7178.2,-2173.95,54.4,0.0,-266.68,-2119.55,-2386.23
688,666.91,1513.11,2001.58,188.01,108.15,-104.6,-1284.98,-11034.79,712.38,7111.54,-2175.57,54.37,0.0,-122.7,-2121.2,-2243.9
691,691.13,1493.95,1964.2,194.0,102.55,-97.48,-1289.93,-11093.19,683.87,7132.01,-2139.93,54.61,0.0,-218.89,-2085.32,-2304.21
694,657.24,1479.67,1990.26,189.21,106.0,-94.13,-1300.84,-11142.95,684.07,7161.4,-2111.57,54.7,0.0,-270.07,-2056.87,-2326.94
697,679.56,1490.95,1947.92,189.81,93.3,-94.71,-1319.79,-11057.82,669.75,7144.1,-2175.36,53.67,0.0,-256.94,-2121.69,-2378.63
700,651.44,1472.86,1985.87,178.79,101.26,-106.59,-1329.87,-11095.94,688.95,7161.73,-2162.43,52.06,0.0,-291.49,-2110.37,-2401.86
703,627.8,1503.7,1987.82,184.98,105.22,-97.29,-1356.28,-11183.15,694.52,7152.05,-2070.27,53.15,0.0,-380.64,-2017.12,-2397.75
706,674.57,1452.43,2010.3,178.83,109.08,-94.95,-1302.9,-11177.44,692.28,7233.01,-2109.88,53.67,0.0,-224.77,-2056.21,-2280.98
709,642.21,1509.22,1957.74,184.59,99.45,-93.35,-1304.25,-11081.06,658.76,7152.48,-2148.23,53.77,0.0,-274.2,-2094.46,-2368.66
712,678.35,1482.3,1998.82,186.11,93.36,-105.08,-1328.07,-11127.42,676.08,7155.66,-2129.69,53.25,0.0,-289.88,-2076.44,-2366.32
715,725.57,1529.35,2004.24,191.09,91.68,-120.32,-1288.48,-11060.45,651.29,7082.71,-2165.23,53.18,0.0,-193.34,-2112.06,-2305.4
718,675.16,1516.38,1979.93,184.66,102.74,-109.33,-1304.5,-11139.32,679.61,7113.19,-2105.42,52.77,0.0,-301.48,-2052.65,-2354.13
721,651.58,1465.25,1984.9,180.1,107.02,-115.55,-1295.19,-11043.27,700.69,7103.52,-2189.89,53.99,0.0,-260.95,-2135.9,-2396.85
724,683.08,1458.21,2001.57,180.08,106.73,-110.84,-1282.75,-11113.66,681.27,7065.73,-2101.22,54.0,0.0,-330.58,-2047.22,-2377.8
727,650.46,1467.88,1986.95,184.44,94.49,-109.49,-1283.97,-11073.2,690.43,7102.18,-2180.89,53.97,0.0,-289.84,-2126.91,-2416.75
730,699.43,1446.65,1979.5,178.97,105.9,-103.07,-1301.74,-11049.54,684.22,7103.01,-2157.75,53.93,0.0,-256.66,-2103.82,-2360.49
733,685.81,1508.49,1981.05,193.93,108.32,-118.81,-1301.22,-11093.86,692.07,7148.23,-2173.48,54.12,0.0,-196.0,-2119.36,-2315.36
736,644.66,1493.98,1949.2,181.29,91.74,-88.4,-1296.58,-11048.83,709.63,7120.94,-2161.88,53.0,0.0,-242.37,-2108.88,-2351.25
739,681.56,1502.24,2002.04,178.91,113.85,-97.85,-1305.37,-11083.11,690.84,7191.38,-2215.89,54.46,0.0,-125.48,-2161.43,-2286.91
742,644.64,1472.63,1996.89,180.91,107.64,-92.93,-1288.97,-11006.71,666.92,7150.64,-2283.12,55.34,0.0,-168.34,-2227.77,-2396.12
745,667.1,1547.14,1966.76,175.26,108.9,-98.73,-1314.87,-11059.32,705.21,7123.4,-2185.45,54.75,0.0,-179.16,-2130.7,-2309.86
748,637.88,1494.92,1991.41,180.84,100.56,-82.34,-1284.76,-11156.82,704.09,7134.72,-2139.65,53.64,0.0,-279.49,-2086.01,-2365.5
751,633.95,1481.39,1982.5,175.37,105.35,-105.59,-1300.3,-10976.72,699.81,7042.03,-2169.84,53.14,0.0,-262.2,-2116.7,-2378.9
754,681.78,1469.11,1984.39,190.2,103.3,-108.42,-1293.57,-11003.53,679.08,7086.87,-2165.65,53.01,0.0,-210.78,-2112.64,-2323.42
757,657.08,1450.64,1976.85,179.26,106.51,-109.62,-1329.61,-10924.22,684.5,7053.42,-2209.26,53.56,0.0,-255.18,-2155.7,-2410.89
760,670.75,1513.95,1997.28,180.28,99.42,-88.75,-1299.89,-11028.35,669.95,7094.24,-2153.13,54.06,0.0,-191.11,-2099.07,-2290.19
763,661.26,1466.46,1985.53,183.76,99.87,-102.63,-1304.96,-11108.34,684.27,7148.97,-2136.27,53.09,0.0,-285.81,-2083.18,-2368.99
766,672.72,1517.88,1976.21,176.39,106.76,-81.76,-1318.99,-11134.79,698.42,7205.17,-2137.97,53.58,0.0,-181.98,-2084.39,-2266.37
769,667.82,1527.22,1965.9,177.56,99.18,-99.14,-1313.25,-11074.96,690.13,7130.5,-2145.0,53.53,0.0,-229.05,-2091.47,-2320.52
772,685.55,1496.68,1954.04,180.41,105.23,-91.95,-1293.06,-11092.74,690.64,7153.67,-2117.65,53.6,0.0,-211.53,-2064.04,-2275.58
775,669.37,1493.26,1969.74,187.84,93.22,-116.35,-1312.0,-11092.24,684.53,7191.82,-2162.86,53.57,0.0,-230.81,-2109.29,-2340.1
778,636.92,1458.73,1997.91,185.34,114.58,-98.56,-1322.72,-11050.83,712.31,7175.98,-2175.79,52.3,0.0,-190.33,-2123.49,-2313.83
781,669.37,1457.15,1982.29,184.9,99.7,-96.71,-1276.41,-11062.98,708.86,7166.22,-2173.09,53.27,0.0,-167.62,-2119.82,-2287.44
784,672.2,1490.51,1972.96,182.0,102.07,-103.83,-1307.88,-11114.21,679.77,7097.75,-2121.93,53.71,0.0,-328.64,-2068.21,-2396.86
787,669.28,1514.75,1971.37,183.82,94.95,-91.61,-1307.07,-11133.73,710.3,7115.74,-2107.38,53.22,0.0,-272.21,-2054.16,-2326.36
790,638.02,1495.39,1991.43,183.9,108.33,-84.31,-1297.39,-11034.91,692.07,7204.06,-2242.49,54.41,0.0,-103.41,-2188.07,-2291.48
793,679.62,1476.85,1972.61,184.78,104.51,-85.36,-1327.06,-11109.81,691.68,7215.26,-2194.52,53.07,0.0,-196.91,-2141.45,-2338.36
796,663.44,1532.8,1972.06,179.75,99.11,-105.05,-1309.79,-11026.23,688.97,7102.82,-2144.29,53.38,0.0,-202.12,-2090.91,-2293.03
799,662.35,1438.34,1946.37,182.38,98.32,-86.95,-1322.76,-11074.29,689.96,7162.04,-2183.09,52.34,0.0,-304.24,-2130.76,-2435.0
802,627.34,1456.1,2013.13,180.13,111.86,-102.16,-1310.13,-11075.79,712.15,7143.36,-2131.81,52.17,0.0,-244.01,-2079.64,-2323.65
805,694.1,1542.06,1988.52,186.37,107.67,-97.04,-1314.12,-11074.78,687.23,7144.41,-2159.19,53.38,0.0,-135.58,-2105.81,-2241.39
808,685.25,1477.14,2001.77,188.93,99.36,-84.48,-1326.36,-11145.55,672.87,7136.82,-2085.42,52.19,0.0,-294.25,-2033.24,-2327.49
811,716.17,1451.35,1950.57,168.21,105.75,-104.27,-1294.39,-11050.63,689.16,7167.36,-2196.25,52.95,0.0,-200.72,-2143.3,-2344.02
814,636.0,1473.53,1969.48,180.43,87.16,-94.29,-1335.07,-11104.78,691.28,7214.44,-2192.03,52.16,0.0,-281.84,-2139.87,-2421.71
817,694.16,1465.99,1975.99,193.07,109.11,-84.84,-1311.77,-11084.96,708.68,7207.1,-2196.84,52.04,0.0,-127.49,-2144.8,-2272.29
820,663.37,1417.1,1989.4,173.88,101.65,-92.17,-1299.86,-11183.65,701.73,7250.76,-2140.75,52.81,0.0,-277.78,-2087.94,-2365.72
823,666.86,1463.8,1995.04,182.87,111.06,-91.07,-1345.52,-11140.38,670.8,7195.54,-2159.03,52.93,0.0,-291.01,-2106.1,-2397.1
826,626.78,1465.13,1980.98,173.94,109.01,-106.12,-1330.23,-11120.4,697.29,7224.85,-2172.4,53.53,0.0,-278.76,-2118.87,-2397.62
829,674.95,1455.98,1986.61,179.33,99.6,-82.29,-1320.88,-11100.86,724.22,7132.97,-2128.87,53.2,0.0,-250.37,-2075.66,-2326.03
832,682.99,1504.75,1955.47,188.77,99.33,-86.4,-1315.04,-11031.9,659.49,7149.08,-2151.95,53.61,0.0,-193.47,-2098.34,-2291.81
835,658.19,1435.99,1951.57,183.5,117.35,-85.01,-1295.45,-11119.08,714.5,7168.89,-2138.22,52.01,0.0,-269.54,-2086.21,-2355.75
838,667.17,1449.23,1981.73,183.76,98.57,-85.05,-1286.11,-11099.05,689.82,7197.05,-2230.74,54.04,0.0,-202.87,-2176.71,-2379.58
