Frames,TDC
1,-188.75
4,-203.0
7,-183.84
10,-187.0
13,-206.33
16,-230.93
19,-206.97
22,-221.76
25,-198.88
28,-199.47
31,-183.88
34,-202.55
37,-219.87
40,-204.77
43,-230.25
46,-184.53
49,-172.14
52,-229.84
55,-214.58
58,-220.67
61,-210.12
64,-193.57
67,-226.99
70,-206.93
73,-203.15
76,-187.48
79,-212.57
82,-197.46
85,-193.24
88,-188.97
91,-191.92
94,-232.76
97,-208.28
100,-201.34
103,-195.83
106,-209.67
109,-220.37
112,-172.78
115,-188.36
118,-218.91
121,-222.65
124,-184.58
127,-184.14
130,-216.97
133,-182.22
136,-185.66
139,-203.65
142,-197.07
145,-198.39
148,-185.35
151,-208.8
154,-204.82
157,-201.11
160,-180.81
163,-221.78
166,-221.86
169,-191.87
172,-196.35
175,-241.81
178,-208.26
181,-223.8
184,-214.9
187,-215.73
190,-227.29
193,-221.09
196,-188.41
199,-203.41
202,-213.76
205,-203.33
208,-201.25
211,-195.02
214,-172.56
217,-196.36
220,-179.59
223,-190.23
226,-198.21
229,-201.6
232,-182.07
235,-171.2
238,-181.91
241,-187.75
244,-211.06
247,-197.07
250,-218.18
253,-242.36
256,-193.07
259,-200.14
262,-206.32
265,-214.18
268,-220.83
271,-214.99
274,-206.06
277,-207.81
280,-210.04
283,-226.84
286,-205.06
289,-186.67
292,-229.62
295,-206.73
298,-224.92
301,-189.64
304,-202.05
307,-204.83
310,-203.6
313,-201.92
316,-188.99
319,-201.62
322,-195.54
325,-212.65
328,-208.11
331,-217.06
334,-219.42
337,-181.58
340,-180.66
343,-238.17
346,-215.53
349,-232.3
352,-183.13
355,-203.36
358,-227.77
361,-199.77
364,-193.83
367,-205.61
370,-194.87
373,-208.51
376,-198.94
379,-227.84
382,-215.12
385,-210.18
388,-193.87
391,-219.02
394,-225.49
397,-210.76
400,-200.81
403,-210.6
406,-202.2
409,-223.58
412,-206.98
415,-180.61
418,-211.3
421,-219.71
424,-226.02
427,-205.95
430,-197.33
433,-236.71
436,-228.76
439,-208.8
442,-204.76
445,-199.0
448,-211.84
451,-218.78
454,-209.33
457,-206.47
460,-210.17
463,-203.73
466,-201.78
469,-210.51
472,-187.91
475,-206.54
478,-181.48
481,-191.59
484,-211.23
487,-180.4
490,-196.86
493,-203.41
496,-185.24
499,-187.7
502,-211.02
505,-190.43
508,-183.0
511,-187.43
514,-214.91
517,-186.71
520,-198.59
523,-211.52
526,-194.78
529,-200.07
532,-203.85
535,-198.74
538,-206.39
541,-205.99
544,-199.65
547,-189.56
550,-204.94
553,-177.08
556,-179.48
559,-196.1
562,-203.08
565,-201.44
568,-200.15
571,-191.29
574,-190.04
577,-226.86
580,-193.24
583,-198.17
586,-203.84
589,-195.41
592,-206.94
595,-187.56
598,-202.57
601,-203.1
604,-228.57
607,-204.22
610,-189.01
613,-225.42
616,-196.15
619,-180.22
622,-202.24
625,-170.97
628,-202.88
631,-195.53
634,-211.14
637,-173.7
640,-198.65
643,-208.61
646,-221.75
649,-211.55
652,-206.43
655,-177.64
658,-217.9
661,-229.4
664,-207.26
667,-188.93
670,-195.75
673,-203.58
676,-183.71
679,-207.71
682,-223.4
685,-190.57
688,-203.43
691,-196.29
694,-184.84
697,-190.82
700,-188.57
703,-224.23
706,-208.95
709,-188.67
712,-202.03
715,-198.46
718,-188.39
721,-185.65
724,-203.49
727,-185.7
730,-203.52
733,-173.45
736,-195.35
739,-183.05
742,-178.61
745,-197.59
748,-208.07
751,-201.25
754,-204.9
757,-193.87
760,-197.04
763,-200.07
766,-216.79
769,-189.75
772,-192.79
775,-182.43
778,-175.68
781,-197.24
784,-192.85
787,-210.11
790,-202.18
793,-184.78
796,-177.23
799,-202.88
802,-182.09
805,-205.34
808,-197.94
811,-204.86
814,-194.8
817,-173.15
820,-177.54
823,-197.81
826,-194.18
829,-188.21
832,-171.86
835,-217.75
838,-202.08
841,-172.17
844,-173.03
847,-201.46
850,-179.62
853,-185.02
856,-206.2
859,-200.81
862,-186.36
865,-214.42
868,-233.16
871,-202.97
874,-191.86
877,-177.08
880,-172.44
883,-166.52
886,-206.35
889,-198.87
892,-210.52
895,-188.1
898,-201.56
901,-195.36
904,-218.43
907,-199.11
910,-183.55
913,-191.83
916,-203.46
919,-190.41
922,-220.8
925,-197.44
928,-198.24
931,-207.7
934,-202.4
937,-194.1
940,-213.49
943,-172.66
946,-190.81
949,-208.79
952,-217.93
955,-196.28
958,-205.42
961,-205.37
964,-215.07
967,-201.66
970,-177.97
973,-197.38
976,-182.94
979,-182.85
982,-181.35
985,-173.35
988,-221.09
991,-207.46
994,-185.57
997,-203.78
1000,-205.22
